Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
CPN,2026-09-15,64.25,0.39,4831885,41.3,65.1,66.37,HOLD,2026-09-02,10
TOP,2026-09-15,66.0,0.38,12694509,54.9,64.22,62.8,HOLD,2026-09-10,4
SCB,2026-09-15,151.0,0.33,15175828,49.6,151.12,152.89,HOLD,2026-09-01,11
BBL,2026-09-15,192.5,0.26,10601860,53.8,191.3,192.8,HOLD,2026-09-10,4
BCH,2026-09-15,11.0,0.0,1604759,51.3,11.08,10.77,HOLD,2026-08-21,18
BANPU,2026-09-15,14.6,0.0,4043347,81.0,12.85,11.95,HOLD,2026-07-24,14
AAV,2026-09-15,1.0,0.0,12349692,32.5,1.02,1.04,HOLD,2026-08-20,19
BTS,2026-09-15,2.02,0.0,13207091,39.5,2.05,2.09,HOLD,2026-09-02,10
BCP,2026-09-15,56.75,0.0,13950573,61.2,55.17,48.41,HOLD,2026-07-15,45
BAM,2026-09-15,6.55,0.0,10809021,51.7,6.43,6.67,HOLD,2026-08-25,16
VGI,2026-09-15,0.98,0.0,29328796,43.4,1.02,1.01,HOLD,2026-07-10,48
TRUE,2026-09-15,12.9,0.0,153929651,40.3,13.07,13.45,HOLD,2026-08-28,13
SISB,2026-09-15,9.05,0.0,749716,35.0,9.23,9.62,HOLD,2026-09-01,11
TISCO,2026-09-15,125.0,0.0,2381249,44.3,125.8,127.09,HOLD,2026-09-09,5
M,2026-09-15,21.0,0.0,469305,42.4,21.36,21.44,HOLD,2026-09-15,1
QH,2026-09-15,1.4,0.0,3153266,42.0,1.41,1.42,HOLD,2026-09-15,1
CPALL,2026-09-15,45.25,0.0,24460577,36.0,46.12,46.87,HOLD,2026-09-04,8
CBG,2026-09-15,52.25,0.0,2565291,41.8,54.84,52.9,HOLD,2026-06-24,60
OSP,2026-09-15,16.0,0.0,5382953,34.0,16.7,17.18,HOLD,2026-09-01,11
MEGA,2026-09-15,36.25,0.0,474855,48.6,36.02,37.2,HOLD,2026-09-02,10
ITC,2026-09-15,16.6,0.0,2150779,34.0,17.28,17.09,HOLD,2026-08-25,16
JMT,2026-09-15,10.5,0.0,2365040,34.6,10.93,11.59,HOLD,2026-08-27,14
PR9,2026-09-15,19.4,0.0,1188086,61.4,19.0,18.34,HOLD,2026-08-21,18
PRM,2026-09-15,9.8,0.0,2679951,48.6,9.81,9.77,HOLD,2026-09-09,5
ADVANC,2026-09-15,353.0,-0.28,3292642,43.3,354.5,366.88,HOLD,2026-08-27,14
SCC,2026-09-15,264.0,-0.38,3236784,56.6,258.25,255.96,HOLD,2026-09-07,7
DOHOME,2026-09-15,3.5,-0.57,9440026,37.1,3.58,3.77,HOLD,2026-09-02,10
PTTEP,2026-09-15,154.0,-0.65,15336559,60.6,150.38,148.49,HOLD,2026-09-09,5
SAPPE,2026-09-15,32.75,-0.76,276225,39.4,34.29,33.92,HOLD,2026-08-27,14
OR,2026-09-15,12.3,-0.81,4535239,40.5,12.53,12.63,HOLD,2026-09-11,3
PLANB,2026-09-15,6.0,-0.83,14900325,45.5,6.31,6.0,HOLD,2026-07-06,52
TLI,2026-09-15,11.4,-0.87,20305496,51.8,11.28,11.52,HOLD,2026-08-26,15
BTG,2026-09-15,20.7,-0.96,4562389,46.9,20.85,20.99,HOLD,2026-09-02,10
GPSC,2026-09-15,48.25,-1.03,7605463,38.7,50.86,51.14,HOLD,2026-09-10,4
BLA,2026-09-15,24.6,-1.2,7121525,51.2,24.35,25.26,HOLD,2026-08-31,12
JMART,2026-09-15,9.7,-1.52,7005656,31.9,10.63,10.95,HOLD,2026-09-08,6
TU,2026-09-15,12.4,-1.59,11006182,39.6,12.9,12.65,HOLD,2026-07-01,55
SCGP,2026-09-15,29.75,-1.65,5222911,49.6,29.56,29.84,HOLD,2026-09-09,5
CPF,2026-09-15,22.7,-2.16,24561130,44.4,23.48,22.62,HOLD,2026-07-02,54
EA,2026-09-15,2.88,-2.7,51728219,45.6,2.9,2.95,HOLD,2026-09-01,11
JAS,2026-09-15,0.84,-3.45,29845016,21.5,0.92,1.02,HOLD,2026-07-15,45
DELTA,2026-09-15,233.0,-7.54,63979679,33.8,256.0,274.52,HOLD,2026-08-26,15
