Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
IVL,2026-08-18,22.0,1.38,46041419,43.8,22.7,22.68,HOLD,2026-07-24,18
EA,2026-08-18,2.96,1.37,27977337,49.7,2.94,2.99,HOLD,2026-08-17,2
PTTEP,2026-08-18,149.0,1.36,17665029,54.9,149.28,142.07,HOLD,2026-07-28,16
PR9,2026-08-18,18.1,1.12,3171313,54.3,18.02,17.64,HOLD,2026-08-07,8
HANA,2026-08-18,49.0,1.03,60136145,77.4,38.06,37.62,HOLD,2026-08-18,1
JAS,2026-08-18,1.01,1.0,19536520,25.8,1.07,1.12,HOLD,2026-07-15,25
SJWD,2026-08-18,10.3,0.98,4971783,70.2,9.78,8.82,HOLD,2026-07-02,34
GUNKUL,2026-08-18,5.2,0.97,116758300,63.1,5.1,4.68,HOLD,2026-06-30,36
BTS,2026-08-18,2.1,0.96,123791559,51.3,2.08,2.1,HOLD,2026-08-14,3
STGT,2026-08-18,10.9,0.93,5030609,58.6,10.65,10.53,HOLD,2026-08-12,5
ROJNA,2026-08-18,6.15,0.82,3289272,58.8,6.12,5.85,HOLD,2026-07-13,27
TU,2026-08-18,13.2,0.76,15299042,62.4,12.79,12.09,HOLD,2026-07-01,35
AOT,2026-08-18,66.5,0.76,61426204,69.6,63.75,62.6,HOLD,2026-08-18,1
SNNP,2026-08-18,6.95,0.72,301886,46.9,7.03,6.91,HOLD,2026-07-09,29
BEM,2026-08-18,7.3,0.69,42705177,78.9,6.88,6.37,HOLD,2026-06-19,43
AWC,2026-08-18,3.04,0.66,59243771,62.5,2.95,2.76,HOLD,2026-07-28,16
STA,2026-08-18,18.6,0.54,13004441,53.5,18.55,18.22,HOLD,2026-07-31,13
TOP,2026-08-18,63.25,0.4,33594057,53.6,64.84,55.77,HOLD,2026-07-09,29
CPN,2026-08-18,66.5,0.38,10204136,46.2,67.24,66.75,HOLD,2026-08-03,12
WHA,2026-08-18,4.96,0.0,132143412,48.5,4.95,5.08,HOLD,2026-08-12,5
TLI,2026-08-18,11.5,0.0,13670557,47.2,11.63,11.55,HOLD,2026-08-17,2
SISB,2026-08-18,9.35,0.0,1833258,33.9,9.65,9.82,HOLD,2026-08-12,5
SCGP,2026-08-18,30.25,0.0,5220146,52.1,30.57,28.86,HOLD,2026-07-21,21
SIRI,2026-08-18,1.53,0.0,28101378,58.3,1.52,1.48,HOLD,2026-06-18,44
QH,2026-08-18,1.45,0.0,17191164,56.8,1.43,1.39,HOLD,2026-08-03,12
AAV,2026-08-18,1.05,0.0,27026820,42.3,1.05,1.08,HOLD,2026-07-23,19
TIDLOR,2026-08-18,19.4,0.0,16735865,54.0,19.25,19.03,HOLD,2026-08-11,6
SPALI,2026-08-18,16.5,0.0,7135414,62.9,16.04,15.93,HOLD,2026-08-14,3
MEGA,2026-08-18,37.5,0.0,801765,46.1,38.17,37.05,HOLD,2026-07-07,31
JMT,2026-08-18,11.6,0.0,5535209,44.6,11.95,11.71,HOLD,2026-07-13,27
COCOCO,2026-08-18,6.0,0.0,914995,52.5,5.96,5.82,HOLD,2026-08-06,9
BTG,2026-08-18,20.6,0.0,4133370,38.9,21.0,20.85,HOLD,2026-07-10,28
CPALL,2026-08-18,46.75,0.0,17139450,43.6,47.65,46.97,HOLD,2026-08-03,12
AP,2026-08-18,8.3,0.0,17373781,60.9,8.17,7.76,HOLD,2026-07-14,26
CPF,2026-08-18,22.5,0.0,27110831,62.7,22.01,21.08,HOLD,2026-07-02,34
BCH,2026-08-18,11.2,0.0,5935497,66.0,10.71,10.18,HOLD,2026-08-05,10
CHG,2026-08-18,1.56,0.0,20144775,46.1,1.57,1.56,HOLD,2026-08-07,8
CK,2026-08-18,19.2,0.0,10591832,59.8,18.32,18.86,HOLD,2026-08-14,3
BAM,2026-08-18,6.55,0.0,8072231,38.0,6.8,6.75,HOLD,2026-07-29,15
ADVANC,2026-08-18,372.0,0.0,7173970,49.1,373.75,369.6,HOLD,2026-07-01,35
AEONTS,2026-08-18,102.5,0.0,589198,45.6,104.3,102.62,HOLD,2026-06-26,38
OR,2026-08-18,12.4,0.0,10348177,41.1,12.63,12.54,HOLD,2026-07-14,26
ITC,2026-08-18,17.4,0.0,10262299,55.1,17.3,16.72,HOLD,2026-07-24,18
GULF,2026-08-18,65.25,0.0,25847948,50.1,65.85,64.25,HOLD,2026-08-03,12
SCB,2026-08-18,151.5,-0.33,11973977,47.3,152.93,150.32,HOLD,2026-06-15,47
EGCO,2026-08-18,129.5,-0.38,690611,45.9,133.0,126.36,HOLD,2026-07-01,35
BDMS,2026-08-18,19.4,-0.51,116673872,48.9,19.44,19.18,HOLD,2026-08-07,8
BA,2026-08-18,19.3,-0.52,8787268,55.4,18.99,18.38,HOLD,2026-08-04,11
ERW,2026-08-18,3.74,-0.53,31406697,69.8,3.51,3.22,HOLD,2026-07-22,20
LH,2026-08-18,3.68,-0.54,39974123,37.7,3.77,3.75,HOLD,2026-08-04,11
MOSHI,2026-08-18,40.25,-0.62,782921,50.9,40.64,38.97,HOLD,2026-07-28,16
BANPU,2026-08-18,14.5,-0.68,7978086,78.4,12.85,11.95,HOLD,2026-07-24,14
BCPG,2026-08-18,7.1,-0.7,4242904,47.2,7.19,7.12,HOLD,2026-07-09,29
SAPPE,2026-08-18,34.0,-0.73,90520,52.5,34.11,32.76,HOLD,2026-07-27,17
MTC,2026-08-18,32.75,-0.76,18024673,41.8,34.12,32.38,HOLD,2026-07-17,23
SCC,2026-08-18,252.0,-0.79,2954749,45.7,256.75,249.72,HOLD,2026-07-15,25
KBANK,2026-08-18,247.0,-0.8,11156954,63.5,244.85,229.57,HOLD,2026-06-17,45
BLA,2026-08-18,24.6,-0.81,1633121,41.7,25.31,25.39,SELL,2026-08-18,1
COM7,2026-08-18,30.25,-0.82,11419917,55.2,30.12,28.99,HOLD,2026-07-28,16
SAWAD,2026-08-18,23.8,-0.83,13153332,42.4,24.71,23.84,HOLD,2026-07-07,31
CRC,2026-08-18,29.0,-0.85,35742396,73.6,25.62,24.03,HOLD,2026-07-30,14
JMART,2026-08-18,11.2,-0.88,9731431,55.8,11.02,10.4,HOLD,2026-07-10,28
CBG,2026-08-18,56.5,-0.88,5328776,73.1,51.77,48.44,HOLD,2026-06-23,41
KKP,2026-08-18,108.5,-0.91,6220589,46.9,113.28,104.86,HOLD,2026-05-08,73
BBL,2026-08-18,188.0,-1.05,13227691,43.2,191.45,187.74,HOLD,2026-06-19,43
KTB,2026-08-18,43.5,-1.14,37568237,55.4,43.83,40.52,HOLD,2026-06-17,45
TCAP,2026-08-18,85.25,-1.16,5918449,62.7,81.61,73.12,HOLD,2026-06-17,45
CENTEL,2026-08-18,42.0,-1.18,3580093,64.2,39.39,37.54,HOLD,2026-08-12,5
MINT,2026-08-18,22.7,-1.3,37711801,40.9,23.1,23.58,HOLD,2026-08-12,5
KTC,2026-08-18,37.5,-1.32,17170770,47.4,38.49,36.05,HOLD,2026-06-02,56
ICHI,2026-08-18,14.6,-1.35,6298610,47.4,14.86,14.29,HOLD,2026-06-15,47
TRUE,2026-08-18,13.4,-1.47,137029818,44.4,13.75,13.57,HOLD,2026-07-31,13
HMPRO,2026-08-18,6.65,-1.48,20157056,53.3,6.62,6.48,HOLD,2026-08-05,10
DOHOME,2026-08-18,3.8,-1.55,17488457,46.0,3.92,3.75,HOLD,2026-08-04,11
TISCO,2026-08-18,125.5,-1.57,4957850,42.3,128.8,123.7,HOLD,2026-06-08,52
CCET,2026-08-18,9.05,-1.63,118739196,59.6,8.51,8.79,HOLD,2026-07-28,16
GLOBAL,2026-08-18,7.45,-1.97,7265692,51.1,7.46,7.11,HOLD,2026-08-04,11
RATCH,2026-08-18,36.5,-2.01,6969902,41.2,38.62,35.39,HOLD,2026-06-30,36
TTB,2026-08-18,2.9,-2.03,863374251,46.0,3.04,2.73,HOLD,2026-06-15,47
OSP,2026-08-18,17.7,-2.21,21868153,55.0,17.54,17.16,HOLD,2026-06-17,45
DELTA,2026-08-18,270.0,-2.53,16536780,41.5,277.4,304.94,HOLD,2026-07-28,16
