Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
DELTA,2026-09-04,256.0,5.35,25966367,44.7,259.2,282.4,HOLD,2026-08-26,8
CCET,2026-09-04,9.7,4.3,127781877,63.9,8.93,8.78,HOLD,2026-09-03,2
BCP,2026-09-04,60.75,4.29,22725768,81.0,52.0,45.2,HOLD,2026-07-15,38
BANPU,2026-09-04,15.2,4.11,17599711,84.2,12.88,11.97,HOLD,2026-07-24,14
HANA,2026-09-04,45.75,3.98,9017535,58.3,44.23,39.99,HOLD,2026-08-18,14
ERW,2026-09-04,3.72,3.33,15239016,60.3,3.69,3.41,HOLD,2026-07-22,33
MOSHI,2026-09-04,38.75,3.33,512834,45.8,39.54,39.57,SELL,2026-09-04,1
SCC,2026-09-04,259.0,3.19,3732698,54.8,255.0,252.88,BUY,2026-09-04,1
VGI,2026-09-04,1.0,3.09,128066125,47.2,1.03,1.0,HOLD,2026-07-10,41
BJC,2026-09-04,17.0,3.03,25047264,64.0,16.02,15.58,BUY,2026-09-04,1
MEGA,2026-09-04,36.0,2.86,1057073,44.0,36.84,37.38,HOLD,2026-09-02,3
RATCH,2026-09-04,38.25,2.68,8851420,55.7,37.58,37.16,HOLD,2026-06-30,49
CENTEL,2026-09-04,42.75,2.4,1716978,61.4,42.02,39.27,HOLD,2026-08-12,18
SPRC,2026-09-04,13.3,2.31,21579209,70.2,12.26,10.48,HOLD,2026-06-29,50
JAS,2026-09-04,0.89,2.3,14322185,27.1,0.97,1.05,HOLD,2026-07-15,38
SAWAD,2026-09-04,23.1,2.21,10182821,42.1,23.79,24.28,HOLD,2026-09-01,4
BCPG,2026-09-04,7.3,2.1,6873248,55.2,7.15,7.2,HOLD,2026-08-24,10
BGRIM,2026-09-04,19.7,2.07,25806623,55.3,19.05,18.84,HOLD,2026-08-21,11
GUNKUL,2026-09-04,4.96,2.06,79144414,47.7,5.05,4.96,HOLD,2026-06-30,49
JMART,2026-09-04,10.1,2.02,11010379,36.6,10.9,10.88,HOLD,2026-08-24,10
IVL,2026-09-04,25.5,2.0,28187469,74.7,22.77,23.05,SELL,2026-09-01,4
OSP,2026-09-04,16.5,1.85,10095307,41.3,17.17,17.35,HOLD,2026-09-01,4
COCOCO,2026-09-04,5.8,1.75,291439,46.0,5.93,5.9,HOLD,2026-08-06,22
SCGP,2026-09-04,29.25,1.74,11466007,46.6,29.79,29.68,HOLD,2026-07-21,34
DOHOME,2026-09-04,3.56,1.71,9743260,39.5,3.7,3.8,HOLD,2026-09-02,3
PTTGC,2026-09-04,45.25,1.69,23127362,73.8,41.34,38.27,HOLD,2026-08-19,13
CKP,2026-09-04,2.42,1.68,1894932,41.7,2.5,2.53,HOLD,2026-09-02,3
SISB,2026-09-04,9.15,1.67,1028130,36.8,9.4,9.74,HOLD,2026-09-01,4
PLANB,2026-09-04,6.1,1.67,12495131,49.0,6.25,5.81,HOLD,2026-07-06,45
OR,2026-09-04,12.8,1.59,31946909,60.0,12.51,12.64,HOLD,2026-08-25,9
BAM,2026-09-04,6.4,1.59,11086141,40.7,6.48,6.7,HOLD,2026-08-25,9
PR9,2026-09-04,19.6,1.55,5739521,69.4,18.5,18.13,HOLD,2026-08-21,11
BEM,2026-09-04,6.7,1.52,27492069,41.6,7.03,6.69,HOLD,2026-06-19,56
GLOBAL,2026-09-04,6.8,1.49,11365560,38.2,7.2,7.27,HOLD,2026-09-04,1
SAPPE,2026-09-04,34.5,1.47,118547,51.4,34.56,33.85,HOLD,2026-08-27,7
SIRI,2026-09-04,1.46,1.39,30621957,39.6,1.5,1.49,HOLD,2026-06-18,57
MINT,2026-09-04,22.2,1.37,17599450,41.2,22.56,23.2,HOLD,2026-08-12,18
KTC,2026-09-04,37.5,1.35,12606029,50.4,37.6,37.59,HOLD,2026-06-16,59
AWC,2026-09-04,3.0,1.35,39352989,53.4,3.0,2.87,HOLD,2026-07-28,29
AOT,2026-09-04,63.5,1.2,17398598,47.2,64.55,64.01,HOLD,2026-08-18,14
SJWD,2026-09-04,9.35,1.08,2752208,44.5,9.8,9.34,HOLD,2026-07-02,47
GPSC,2026-09-04,50.25,1.01,6658934,46.9,50.77,50.56,HOLD,2026-08-27,7
AAV,2026-09-04,1.01,1.0,19974460,31.9,1.04,1.06,HOLD,2026-08-20,12
BTS,2026-09-04,2.04,0.99,16583077,42.3,2.07,2.1,HOLD,2026-09-02,3
JMT,2026-09-04,10.4,0.97,5391372,30.1,11.31,11.74,HOLD,2026-08-27,7
CBG,2026-09-04,53.75,0.94,4526579,50.0,54.89,52.12,HOLD,2026-06-24,53
STA,2026-09-04,22.5,0.9,15774569,69.7,20.28,19.05,HOLD,2026-08-20,12
BLA,2026-09-04,24.0,0.84,1349157,41.1,24.55,25.44,HOLD,2026-08-31,5
WHA,2026-09-04,4.78,0.84,69287001,44.2,4.84,5.03,HOLD,2026-09-03,2
MTC,2026-09-04,30.25,0.83,12041686,30.9,32.29,32.95,HOLD,2026-09-03,2
GULF,2026-09-04,61.75,0.82,66429189,36.5,63.76,64.35,HOLD,2026-09-04,1
HMPRO,2026-09-04,6.4,0.79,33173649,43.3,6.54,6.55,HOLD,2026-09-04,1
CPN,2026-09-04,64.75,0.78,7426253,42.9,65.76,66.8,HOLD,2026-09-02,3
TRUE,2026-09-04,13.0,0.78,23568442,41.7,13.24,13.45,HOLD,2026-08-28,6
