Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
SNNP,2026-08-26,6.7,0.0,462079,32.6,6.96,6.94,HOLD,2026-07-09,35
SIRI,2026-08-26,1.52,0.0,51097733,53.5,1.52,1.49,HOLD,2026-06-18,50
LH,2026-08-26,3.66,0.0,16574199,38.4,3.74,3.75,HOLD,2026-08-26,1
MOSHI,2026-08-26,39.75,0.0,238139,46.5,40.94,39.39,HOLD,2026-07-28,22
PRM,2026-08-26,9.7,0.0,3257408,46.2,9.97,9.5,HOLD,2026-07-07,37
CENTEL,2026-08-26,42.5,0.0,2212465,64.3,40.8,38.43,HOLD,2026-08-12,11
BEM,2026-08-26,7.1,0.0,17112116,60.4,7.02,6.57,HOLD,2026-06-19,49
BTG,2026-08-26,21.4,0.0,4256334,59.6,20.92,20.94,HOLD,2026-08-25,2
BANPU,2026-08-26,14.6,0.0,6392796,81.0,12.85,11.95,HOLD,2026-07-24,14
BDMS,2026-08-26,19.7,0.0,58031520,54.7,19.63,19.36,HOLD,2026-08-25,2
AOT,2026-08-26,66.25,0.0,12299544,62.8,64.66,63.59,HOLD,2026-08-18,7
COM7,2026-08-26,29.0,0.0,4926273,42.7,29.93,29.32,HOLD,2026-07-28,22
AMATA,2026-08-26,30.25,0.0,9464978,56.3,29.55,28.18,HOLD,2026-08-17,8
GLOBAL,2026-08-26,7.15,0.0,13026772,44.1,7.47,7.21,HOLD,2026-08-04,17
JAS,2026-08-26,0.98,0.0,16596621,24.2,1.04,1.09,HOLD,2026-07-15,31
ITC,2026-08-26,17.7,0.0,2556872,58.2,17.51,16.89,HOLD,2026-08-25,2
SCB,2026-08-26,153.0,-0.33,10461452,53.4,152.47,151.79,HOLD,2026-06-15,53
PTT,2026-08-26,40.25,-0.62,95966459,61.0,39.49,38.12,HOLD,2026-08-17,8
CHG,2026-08-26,1.57,-0.63,18849825,47.9,1.59,1.58,HOLD,2026-08-07,14
QH,2026-08-26,1.42,-0.7,7737512,45.8,1.45,1.41,HOLD,2026-08-03,18
DELTA,2026-08-26,248.0,-0.8,16291807,31.2,265.45,293.02,HOLD,2026-08-26,1
CPF,2026-08-26,23.8,-0.83,25172214,69.6,22.49,21.62,HOLD,2026-07-02,40
M,2026-08-26,21.5,-0.92,840815,48.4,21.59,21.5,HOLD,2026-08-18,7
SJWD,2026-08-26,9.6,-1.03,2245813,47.8,9.97,9.1,HOLD,2026-07-02,40
KTB,2026-08-26,44.0,-1.12,58201784,56.6,44.19,41.56,HOLD,2026-06-17,51
BJC,2026-08-26,16.1,-1.23,6533323,53.3,16.12,15.34,HOLD,2026-08-21,4
PTTEP,2026-08-26,145.5,-1.36,11432012,44.1,148.78,143.17,HOLD,2026-07-28,22
KCE,2026-08-26,54.5,-1.36,20001551,70.8,48.38,43.8,HOLD,2026-08-06,15
ADVANC,2026-08-26,356.0,-1.39,6140694,34.2,369.25,369.64,SELL,2026-08-26,1
TRUE,2026-08-26,13.1,-1.5,112285949,39.8,13.54,13.49,HOLD,2026-07-31,19
ICHI,2026-08-26,14.2,-2.74,6406196,38.6,14.79,14.47,HOLD,2026-06-15,53
MEGA,2026-08-26,35.75,-3.38,1355674,35.7,37.89,37.29,HOLD,2026-07-07,37
