Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
KCE,2026-09-11,66.0,12.82,98532628,75.7,56.7,48.33,HOLD,2026-08-06,27
HANA,2026-09-11,50.0,4.17,39905930,68.5,46.81,40.95,BUY,2026-09-11,1
BEM,2026-09-11,6.65,2.31,37125614,43.1,6.95,6.75,HOLD,2026-06-19,61
MEGA,2026-09-11,36.5,2.1,1096783,50.7,36.15,37.26,HOLD,2026-09-02,8
EA,2026-09-11,2.96,2.07,54554580,55.5,2.9,2.95,HOLD,2026-09-01,9
BANPU,2026-09-11,14.8,1.37,22911074,82.2,12.86,11.96,HOLD,2026-07-24,14
PRM,2026-09-11,10.1,1.0,4790382,58.8,9.84,9.74,HOLD,2026-09-09,3
AEONTS,2026-09-11,98.0,0.77,459068,37.3,100.28,103.55,HOLD,2026-08-28,11
TTB,2026-09-11,2.98,0.68,426379019,55.0,2.93,2.92,HOLD,2026-06-15,65
RATCH,2026-09-11,38.0,0.66,5682968,53.2,37.41,37.76,HOLD,2026-09-10,2
SISB,2026-09-11,9.1,0.55,356056,37.0,9.26,9.67,HOLD,2026-09-01,9
SJWD,2026-09-11,9.45,0.53,1953273,48.2,9.63,9.45,HOLD,2026-07-02,52
PR9,2026-09-11,19.6,0.51,2881345,66.4,18.86,18.28,HOLD,2026-08-21,16
CPF,2026-09-11,23.8,0.42,11149266,62.5,23.43,22.57,HOLD,2026-07-02,52
TISCO,2026-09-11,124.5,0.4,1764784,41.2,125.95,126.94,HOLD,2026-09-09,3
CKP,2026-09-11,2.42,0.0,1715450,42.8,2.48,2.53,HOLD,2026-09-02,8
DOHOME,2026-09-11,3.5,0.0,4842334,36.3,3.61,3.78,HOLD,2026-09-02,8
AMATA,2026-09-11,32.75,0.0,3348488,58.9,31.86,29.57,HOLD,2026-09-04,6
AAV,2026-09-11,1.01,0.0,11697910,37.2,1.02,1.05,HOLD,2026-08-20,17
BTS,2026-09-11,2.02,0.0,9858999,39.5,2.06,2.09,HOLD,2026-09-02,8
JAS,2026-09-11,0.89,0.0,7175339,29.0,0.93,1.03,HOLD,2026-07-15,43
GULF,2026-09-11,61.75,0.0,13692350,38.8,63.04,64.36,HOLD,2026-09-04,6
LH,2026-09-11,3.64,0.0,9680782,40.1,3.66,3.73,HOLD,2026-09-10,2
KKP,2026-09-11,113.0,0.0,6497064,47.2,115.03,112.38,HOLD,2026-08-27,12
M,2026-09-11,21.2,0.0,1475476,46.4,21.5,21.48,HOLD,2026-09-11,1
CRC,2026-09-11,29.0,0.0,7437321,59.9,28.48,26.05,HOLD,2026-09-02,8
ROJNA,2026-09-11,5.75,0.0,646401,41.8,5.88,5.97,HOLD,2026-09-08,4
PTT,2026-09-11,42.0,0.0,174267709,67.1,41.05,39.56,HOLD,2026-08-17,20
TRUE,2026-09-11,13.0,0.0,61571517,43.1,13.13,13.46,HOLD,2026-08-28,11
SNNP,2026-09-11,6.7,0.0,293233,39.9,6.77,6.93,HOLD,2026-08-31,10
TU,2026-09-11,12.7,0.0,6947607,45.9,12.97,12.63,HOLD,2026-07-01,53
TOP,2026-09-11,67.0,0.0,26150970,58.0,63.95,62.24,HOLD,2026-09-10,2
QH,2026-09-11,1.4,0.0,5735422,42.0,1.42,1.42,HOLD,2026-08-03,30
ADVANC,2026-09-11,354.0,-0.28,3027253,44.5,356.35,367.72,HOLD,2026-08-27,12
SCB,2026-09-11,148.5,-0.34,11962479,37.0,151.22,152.95,HOLD,2026-09-01,9
EGCO,2026-09-11,130.0,-0.38,838888,46.3,131.43,131.09,HOLD,2026-08-31,10
CPN,2026-09-11,64.25,-0.39,6920207,40.5,65.33,66.5,HOLD,2026-09-02,8
KBANK,2026-09-11,244.0,-0.41,15805346,44.6,249.15,243.4,HOLD,2026-06-17,63
