Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
CK,2026-08-13,18.0,0.0,7292075,42.7,18.35,18.86,HOLD,2026-07-30,10
BBL,2026-08-13,191.5,0.0,5879216,50.4,193.9,186.34,HOLD,2026-06-19,39
BCH,2026-08-13,10.9,0.0,4690924,60.0,10.65,10.04,HOLD,2026-08-05,6
TCAP,2026-08-13,89.25,0.0,9358941,76.7,78.78,71.01,HOLD,2026-06-18,40
DELTA,2026-08-13,268.0,-0.37,26669876,38.8,283.15,311.24,HOLD,2026-07-28,12
TISCO,2026-08-13,128.5,-0.39,5292474,58.2,129.3,122.6,HOLD,2026-06-08,48
BLA,2026-08-13,24.7,-0.4,2064920,39.8,25.81,25.33,HOLD,2026-07-03,29
M,2026-08-13,20.9,-0.48,1054760,40.2,21.39,21.34,HOLD,2026-07-14,22
BDMS,2026-08-13,19.6,-0.51,52362390,54.3,19.46,19.07,HOLD,2026-08-07,4
SISB,2026-08-13,9.65,-0.52,1794250,42.9,9.79,9.85,HOLD,2026-08-13,1
PTT,2026-08-13,39.25,-0.63,44367290,62.0,38.92,37.27,HOLD,2026-07-20,18
TTB,2026-08-13,3.06,-0.65,516118692,66.2,3.01,2.68,HOLD,2026-06-15,43
QH,2026-08-13,1.46,-0.68,11948725,61.9,1.43,1.38,HOLD,2026-08-03,8
BANPU,2026-08-13,14.5,-0.68,16608406,78.4,12.85,11.95,HOLD,2026-07-24,14
BEM,2026-08-13,6.95,-0.71,28479994,69.1,6.78,6.22,HOLD,2026-06-19,39
SNNP,2026-08-13,6.9,-0.72,1400394,40.9,7.07,6.89,HOLD,2026-07-09,25
SCC,2026-08-13,257.0,-0.77,1523754,55.6,256.9,247.9,HOLD,2026-07-15,21
SCGP,2026-08-13,30.75,-0.81,4437511,57.5,30.44,28.45,HOLD,2026-07-21,17
SAWAD,2026-08-13,24.5,-0.81,14209266,48.9,25.02,23.61,HOLD,2026-07-07,27
TLI,2026-08-13,11.4,-0.87,17855864,39.0,11.7,11.52,HOLD,2026-06-30,32
SPRC,2026-08-13,11.3,-0.88,21739916,76.2,10.44,8.69,HOLD,2026-06-29,33
JMART,2026-08-13,10.6,-0.93,8711279,46.8,11.13,10.25,HOLD,2026-07-10,24
BTG,2026-08-13,20.7,-0.96,4619001,41.4,21.11,20.79,HOLD,2026-07-10,24
AEONTS,2026-08-13,101.5,-0.98,521652,40.8,105.6,101.98,HOLD,2026-06-26,34
PTTEP,2026-08-13,150.5,-0.99,21925487,61.8,148.72,141.8,HOLD,2026-07-28,12
ADVANC,2026-08-13,370.0,-1.07,7623816,46.7,375.35,368.58,HOLD,2026-07-01,31
KTB,2026-08-13,44.0,-1.12,139115894,61.8,43.41,39.82,HOLD,2026-06-17,41
CHG,2026-08-13,1.61,-1.23,29627752,55.6,1.58,1.55,HOLD,2026-08-07,4
BAM,2026-08-13,6.65,-1.48,16549258,39.7,6.87,6.73,HOLD,2026-07-29,11
MTC,2026-08-13,33.75,-2.17,15015628,50.9,34.25,31.98,HOLD,2026-07-17,19
IVL,2026-08-13,21.5,-2.27,49226948,35.0,23.3,22.79,HOLD,2026-07-24,14
JMT,2026-08-13,11.5,-3.36,17674272,42.2,12.07,11.66,HOLD,2026-07-13,23
PLANB,2026-08-13,5.55,-3.48,31859749,47.2,5.85,5.07,HOLD,2026-07-06,28
TOP,2026-08-13,66.25,-3.64,26093708,65.8,64.3,54.22,HOLD,2026-07-09,25
DOHOME,2026-08-13,3.78,-4.06,45292639,44.0,3.93,3.71,HOLD,2026-08-04,7
