Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
AP,2026-08-11,8.15,-1.21,5817100,57.8,8.1,7.64,HOLD,2026-07-14,21
BJC,2026-08-11,15.6,-1.27,8921300,52.0,15.65,14.9,HOLD,2026-07-27,12
RATCH,2026-08-11,38.75,-1.27,4786600,63.8,38.62,34.62,HOLD,2026-06-30,31
SIRI,2026-08-11,1.5,-1.32,59659700,50.5,1.51,1.46,HOLD,2026-06-18,39
BEM,2026-08-11,7.0,-1.41,20732000,73.2,6.76,6.18,HOLD,2026-06-19,38
SNNP,2026-08-11,6.95,-1.42,568400,44.3,7.08,6.88,HOLD,2026-07-09,24
CPN,2026-08-11,66.0,-1.49,8923700,42.3,67.64,66.59,HOLD,2026-08-03,7
GULF,2026-08-11,65.0,-1.52,37475400,48.2,66.05,64.29,HOLD,2026-08-03,7
CPALL,2026-08-11,48.0,-1.54,36675200,54.0,47.52,46.8,HOLD,2026-08-03,7
WHA,2026-08-11,4.8,-1.64,180705300,37.8,5.09,5.1,SELL,2026-08-11,1
SKY,2026-08-11,17.7,-1.67,993800,52.9,17.98,16.32,HOLD,2026-07-13,22
MINT,2026-08-11,22.9,-1.72,27745200,43.3,23.3,23.52,SELL,2026-08-11,1
KKP,2026-08-11,110.0,-1.79,9285800,50.5,113.05,102.83,HOLD,2026-05-04,72
KTC,2026-08-11,38.25,-1.92,24644100,56.1,38.86,35.28,HOLD,2026-06-02,51
VGI,2026-08-11,0.97,-2.02,66518300,46.0,1.01,0.97,HOLD,2026-07-10,23
ITC,2026-08-11,17.1,-2.29,8891200,51.1,17.06,16.62,HOLD,2026-07-24,13
CKP,2026-08-11,2.5,-2.34,12059200,45.9,2.57,2.48,HOLD,2026-06-18,39
GPSC,2026-08-11,49.25,-2.48,6650200,43.8,52.51,47.39,HOLD,2026-06-18,39
COM7,2026-08-11,29.5,-2.48,10086200,48.4,30.15,28.66,HOLD,2026-07-28,11
GLOBAL,2026-08-11,7.5,-2.6,15823200,53.5,7.45,7.02,HOLD,2026-08-04,6
TASCO,2026-08-11,14.7,-2.65,11399500,55.5,14.44,14.03,HOLD,2026-07-17,18
EA,2026-08-11,2.92,-2.67,51073100,45.3,2.99,3.03,HOLD,2026-07-27,12
PR9,2026-08-11,17.9,-2.72,3514700,50.0,18.02,17.49,HOLD,2026-08-07,3
AEONTS,2026-08-11,102.5,-2.84,631400,43.5,105.97,101.84,HOLD,2026-06-26,33
STA,2026-08-11,17.7,-3.28,9723100,38.6,18.64,18.32,HOLD,2026-07-31,8
DOHOME,2026-08-11,3.94,-3.43,37586600,52.6,3.94,3.71,HOLD,2026-08-04,6
DELTA,2026-08-11,269.0,-3.58,16158100,39.3,285.35,312.98,HOLD,2026-07-28,11
CK,2026-08-11,18.0,-3.74,12491500,42.7,18.38,18.9,HOLD,2026-07-30,9
GUNKUL,2026-08-11,4.88,-4.31,162253700,48.2,5.13,4.56,HOLD,2026-06-30,31
BA,2026-08-11,18.8,-4.57,20899600,51.4,18.79,18.07,HOLD,2026-08-04,6
