Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
LH,2026-09-14,3.62,-0.55,6766675,36.6,3.65,3.73,SELL,2026-09-14,1
SISB,2026-09-14,9.05,-0.55,526841,35.0,9.25,9.64,HOLD,2026-09-01,10
CENTEL,2026-09-14,43.5,-0.57,2659170,61.4,42.7,40.12,HOLD,2026-09-10,3
TASCO,2026-09-14,17.3,-0.57,5616797,60.3,17.17,15.56,HOLD,2026-07-17,42
SPALI,2026-09-14,15.9,-0.63,2606517,44.2,16.22,16.07,HOLD,2026-08-14,22
CHG,2026-09-14,1.54,-0.65,21937535,47.2,1.55,1.57,HOLD,2026-09-10,3
MEGA,2026-09-14,36.25,-0.68,879668,48.6,36.09,37.23,HOLD,2026-09-02,9
SIRI,2026-09-14,1.45,-0.68,27201095,38.6,1.48,1.49,HOLD,2026-09-09,4
BCPG,2026-09-14,7.15,-0.69,2193526,46.5,7.22,7.23,SELL,2026-09-14,1
ICHI,2026-09-14,13.6,-0.73,3871948,34.2,14.12,14.49,HOLD,2026-09-04,7
SNNP,2026-09-14,6.65,-0.75,284660,36.3,6.76,6.92,SELL,2026-09-14,1
TRUE,2026-09-14,12.9,-0.77,149881833,40.4,13.09,13.46,HOLD,2026-08-28,12
TU,2026-09-14,12.6,-0.79,10869973,43.7,12.94,12.64,HOLD,2026-07-01,54
AOT,2026-09-14,61.0,-0.81,23929322,36.3,63.99,63.77,HOLD,2026-08-18,20
HMPRO,2026-09-14,6.1,-0.81,37861036,32.2,6.41,6.52,HOLD,2026-09-04,7
SCGP,2026-09-14,30.25,-0.82,6927683,54.1,29.59,29.84,HOLD,2026-09-09,4
WHA,2026-09-14,4.66,-0.85,52842506,37.9,4.81,4.98,SELL,2026-09-14,1
ROJNA,2026-09-14,5.7,-0.87,1221249,39.2,5.85,5.97,HOLD,2026-09-08,5
COM7,2026-09-14,28.5,-0.87,3606792,42.3,29.38,29.64,HOLD,2026-09-10,3
COCOCO,2026-09-14,5.6,-0.88,1309065,38.4,5.82,5.89,HOLD,2026-09-10,3
MINT,2026-09-14,21.6,-0.92,20825034,32.2,22.26,22.88,HOLD,2026-09-14,1
M,2026-09-14,21.0,-0.94,758340,42.5,21.44,21.46,SELL,2026-09-14,1
JMT,2026-09-14,10.5,-0.94,3512264,34.7,10.98,11.62,HOLD,2026-08-27,13
AAV,2026-09-14,1.0,-0.99,12072378,32.5,1.02,1.05,HOLD,2026-08-20,18
VGI,2026-09-14,0.98,-1.01,24281851,43.4,1.03,1.01,HOLD,2026-07-10,47
PR9,2026-09-14,19.4,-1.02,2178689,61.4,18.93,18.31,HOLD,2026-08-21,17
ERW,2026-09-14,3.78,-1.05,8694122,57.4,3.74,3.5,HOLD,2026-09-11,2
BA,2026-09-14,18.1,-1.09,4727915,37.5,18.98,18.85,HOLD,2026-08-04,30
BJC,2026-09-14,16.3,-1.21,5582554,52.3,16.29,15.79,HOLD,2026-09-07,6
OSP,2026-09-14,16.0,-1.23,3337201,34.0,16.78,17.21,HOLD,2026-09-01,10
RATCH,2026-09-14,37.5,-1.32,4614980,49.1,37.42,37.8,SELL,2026-09-14,1
BTG,2026-09-14,20.9,-1.42,6714673,50.1,20.84,21.0,HOLD,2026-09-02,9
CBG,2026-09-14,52.25,-1.42,3268075,41.8,55.05,52.82,HOLD,2026-06-24,59
BAM,2026-09-14,6.55,-1.5,6181325,51.7,6.43,6.67,HOLD,2026-08-25,15
JMART,2026-09-14,9.85,-1.5,7113381,34.1,10.71,10.95,HOLD,2026-09-08,5
AMATA,2026-09-14,32.25,-1.53,1717891,55.6,31.93,29.68,HOLD,2026-09-04,7
GULF,2026-09-14,60.75,-1.62,37523183,33.7,62.81,64.29,HOLD,2026-09-04,7
CKP,2026-09-14,2.38,-1.65,1477259,38.8,2.48,2.53,HOLD,2026-09-02,9
CK,2026-09-14,17.3,-1.7,6625636,37.2,18.39,18.48,HOLD,2026-09-01,10
CRC,2026-09-14,28.5,-1.72,9851131,55.6,28.44,26.15,HOLD,2026-09-02,9
STGT,2026-09-14,10.7,-1.83,2172484,46.0,10.92,10.75,HOLD,2026-09-11,2
TOP,2026-09-14,65.75,-1.87,13395201,54.3,64.09,62.52,HOLD,2026-09-10,3
AWC,2026-09-14,3.0,-1.96,60357010,49.9,3.02,2.92,HOLD,2026-07-28,35
GUNKUL,2026-09-14,5.0,-1.96,49804846,47.7,5.08,5.06,HOLD,2026-09-11,2
GPSC,2026-09-14,48.75,-2.01,7344833,40.7,50.96,51.13,HOLD,2026-09-10,3
AEONTS,2026-09-14,96.0,-2.04,477782,31.0,99.95,103.34,HOLD,2026-08-28,12
SJWD,2026-09-14,9.25,-2.12,1713386,43.4,9.58,9.47,HOLD,2026-07-02,53
CCET,2026-09-14,9.0,-2.17,70982168,48.4,9.17,8.84,HOLD,2026-09-03,8
JAS,2026-09-14,0.87,-2.25,11339163,25.6,0.92,1.02,HOLD,2026-07-15,44
CPF,2026-09-14,23.2,-2.52,23581038,51.4,23.47,22.6,HOLD,2026-07-02,53
MOSHI,2026-09-14,36.0,-2.7,534633,31.5,38.79,39.53,HOLD,2026-09-07,6
PRM,2026-09-14,9.8,-2.97,6228375,48.6,9.83,9.75,HOLD,2026-09-09,4
HANA,2026-09-14,48.5,-3.0,50140622,62.2,46.81,41.17,HOLD,2026-09-14,1
BGRIM,2026-09-14,18.6,-3.13,24033478,44.3,19.6,19.13,HOLD,2026-09-10,3
EGCO,2026-09-14,125.5,-3.46,2906943,36.7,131.2,131.11,HOLD,2026-08-31,11
STA,2026-09-14,20.9,-3.69,17162504,49.3,21.45,19.67,HOLD,2026-08-20,18
DELTA,2026-09-14,252.0,-4.55,19582163,42.0,257.85,276.08,HOLD,2026-08-26,14
