Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
KKP,2026-09-03,117.5,0.86,7027315,59.6,113.45,110.58,HOLD,2026-08-27,6
OR,2026-09-03,12.6,0.8,8800023,51.6,12.49,12.63,HOLD,2026-08-25,8
TISCO,2026-09-03,127.5,0.79,2293942,54.0,127.03,126.23,HOLD,2026-06-08,64
TRUE,2026-09-03,12.9,0.78,72309501,38.3,13.26,13.44,HOLD,2026-08-28,5
GLOBAL,2026-09-03,6.7,0.75,12457391,33.9,7.24,7.27,SELL,2026-09-03,1
SAPPE,2026-09-03,34.0,0.74,234172,48.0,34.55,33.8,HOLD,2026-08-27,6
IRPC,2026-09-03,2.82,0.71,122634235,73.5,2.5,2.22,HOLD,2026-09-01,3
KTC,2026-09-03,37.0,0.68,5320327,44.1,37.67,37.49,HOLD,2026-06-16,58
MOSHI,2026-09-03,37.5,0.67,442203,35.6,39.7,39.53,HOLD,2026-07-28,28
OSP,2026-09-03,16.2,0.62,11046287,35.4,17.24,17.38,HOLD,2026-09-01,3
RCL,2026-09-03,41.25,0.61,4678557,52.3,42.14,36.78,HOLD,2026-08-11,18
TASCO,2026-09-03,17.3,0.58,6355191,64.5,16.49,15.04,HOLD,2026-07-17,35
DOHOME,2026-09-03,3.5,0.57,7960797,33.8,3.73,3.81,HOLD,2026-09-02,2
PTTGC,2026-09-03,44.5,0.56,27204629,71.5,40.94,38.01,HOLD,2026-08-19,12
LH,2026-09-03,3.66,0.55,10848065,41.8,3.69,3.75,HOLD,2026-08-26,7
BBL,2026-09-03,193.0,0.52,6707493,55.9,191.1,191.78,HOLD,2026-09-03,1
SAWAD,2026-09-03,22.6,0.44,4005156,35.3,23.88,24.29,HOLD,2026-09-01,3
KBANK,2026-09-03,249.0,0.4,16107808,55.3,249.9,240.52,HOLD,2026-06-17,57
EGCO,2026-09-03,133.0,0.38,786931,55.1,131.9,129.8,HOLD,2026-08-31,4
PTTEP,2026-09-03,150.0,0.33,10813887,55.8,148.9,145.14,HOLD,2026-07-28,28
AEONTS,2026-09-03,97.75,0.26,723794,32.7,101.71,103.89,HOLD,2026-08-28,5
GULF,2026-09-03,61.25,0.0,50265449,32.2,64.01,64.31,SELL,2026-09-03,1
EA,2026-09-03,2.86,0.0,14710070,41.5,2.92,2.95,HOLD,2026-09-01,3
AAV,2026-09-03,1.0,0.0,22203794,22.8,1.04,1.06,HOLD,2026-08-20,11
COCOCO,2026-09-03,5.7,0.0,1443481,40.9,5.95,5.9,HOLD,2026-08-06,21
TIDLOR,2026-09-03,18.9,0.0,6482559,43.1,19.44,19.32,HOLD,2026-08-21,10
VGI,2026-09-03,0.97,0.0,57580429,40.9,1.03,1.0,HOLD,2026-07-10,40
SCB,2026-09-03,151.5,0.0,7341410,47.6,151.93,152.85,HOLD,2026-09-01,3
SIRI,2026-09-03,1.44,0.0,22647670,30.3,1.5,1.49,HOLD,2026-06-18,56
QH,2026-09-03,1.39,0.0,3289840,36.0,1.44,1.41,HOLD,2026-08-03,24
MINT,2026-09-03,21.9,0.0,9229280,33.8,22.62,23.25,HOLD,2026-08-12,17
IVL,2026-09-03,25.0,0.0,48638721,71.9,22.6,22.96,SELL,2026-09-01,3
ITC,2026-09-03,17.3,0.0,3820825,49.2,17.43,17.02,HOLD,2026-08-25,8
AP,2026-09-03,8.0,0.0,5137734,42.9,8.19,7.99,HOLD,2026-07-14,38
BAM,2026-09-03,6.3,0.0,1745970,31.2,6.5,6.71,HOLD,2026-08-25,8
BTS,2026-09-03,2.02,0.0,15153625,36.8,2.07,2.1,HOLD,2026-09-02,2
CKP,2026-09-03,2.38,0.0,3275931,36.7,2.51,2.53,HOLD,2026-09-02,2
CENTEL,2026-09-03,41.75,0.0,2660823,55.5,41.8,39.16,HOLD,2026-08-12,17
AWC,2026-09-03,2.96,0.0,26364290,49.8,3.0,2.87,HOLD,2026-07-28,28
SPALI,2026-09-03,15.9,0.0,3739266,43.5,16.26,16.08,HOLD,2026-08-14,15
SISB,2026-09-03,9.0,0.0,1119044,27.8,9.43,9.75,HOLD,2026-09-01,3
GUNKUL,2026-09-03,4.86,0.0,51822370,42.8,5.06,4.94,HOLD,2026-06-30,48
MTC,2026-09-03,30.0,0.0,7353935,27.5,32.52,32.97,HOLD,2026-09-03,1
M,2026-09-03,21.0,0.0,815476,42.6,21.49,21.53,HOLD,2026-09-03,1
KTB,2026-09-03,43.75,0.0,46429586,54.1,43.94,42.43,HOLD,2026-06-17,57
MEGA,2026-09-03,35.0,0.0,999088,33.0,37.0,37.37,HOLD,2026-09-02,2
ERW,2026-09-03,3.6,0.0,9173834,50.9,3.69,3.4,HOLD,2026-07-22,32
BCP,2026-09-03,58.25,-0.43,27384854,77.7,51.24,44.66,HOLD,2026-07-15,37
SKY,2026-09-03,16.8,-0.59,974246,40.1,17.92,17.2,HOLD,2026-07-13,39
TTB,2026-09-03,2.98,-0.67,461309659,55.0,2.96,2.86,HOLD,2026-06-15,59
BCPG,2026-09-03,7.15,-0.69,3517232,49.0,7.14,7.2,HOLD,2026-08-24,9
BEM,2026-09-03,6.6,-0.75,39402729,35.6,7.05,6.68,HOLD,2026-06-19,55
SPRC,2026-09-03,13.0,-0.76,14620381,67.6,12.13,10.36,HOLD,2026-06-29,49
CPN,2026-09-03,64.25,-0.77,5133914,39.7,65.94,66.84,HOLD,2026-09-02,2
HMPRO,2026-09-03,6.35,-0.78,36585914,39.7,6.55,6.56,SELL,2026-09-03,1
STA,2026-09-03,22.3,-0.89,12469117,68.6,20.07,18.94,HOLD,2026-08-20,11
CBG,2026-09-03,53.25,-0.93,5088544,47.6,54.76,51.94,HOLD,2026-06-24,52
JMT,2026-09-03,10.3,-0.96,7225486,27.1,11.4,11.77,HOLD,2026-08-27,6
CCET,2026-09-03,9.3,-1.06,87525492,58.2,8.85,8.76,HOLD,2026-09-03,1
TOP,2026-09-03,64.0,-1.16,21789719,54.3,64.06,60.15,HOLD,2026-07-09,41
DELTA,2026-09-03,243.0,-1.22,10488372,33.3,259.5,283.36,HOLD,2026-08-26,7
ADVANC,2026-09-03,344.0,-1.43,7990618,27.0,362.2,369.02,HOLD,2026-08-27,6
CRC,2026-09-03,28.25,-1.74,7752519,57.5,27.65,25.43,HOLD,2026-09-02,2
GPSC,2026-09-03,49.75,-1.97,11241932,44.6,50.75,50.44,HOLD,2026-08-27,6
KCE,2026-09-03,57.25,-2.14,24393095,65.4,53.01,46.1,HOLD,2026-08-06,21
HANA,2026-09-03,44.0,-2.22,11412111,53.4,43.75,39.81,HOLD,2026-08-18,13
PLANB,2026-09-03,6.0,-2.44,22906086,46.2,6.24,5.78,HOLD,2026-07-06,44
BGRIM,2026-09-03,19.3,-2.53,28235515,51.8,18.95,18.79,HOLD,2026-08-21,10
SCGP,2026-09-03,28.75,-2.54,20658569,41.6,29.88,29.64,HOLD,2026-07-21,33
SCC,2026-09-03,251.0,-2.71,6642591,45.5,255.0,252.5,HOLD,2026-08-31,4
JMART,2026-09-03,9.9,-4.81,17309475,31.9,10.95,10.87,HOLD,2026-08-24,9
