Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
HANA,2026-08-17,48.5,22.01,117817898,76.9,37.51,37.35,BUY,2026-08-17,1
CRC,2026-08-17,29.25,13.59,58122795,75.9,25.36,23.88,HOLD,2026-07-30,13
PLANB,2026-08-17,6.45,12.17,97945802,70.4,5.91,5.18,HOLD,2026-07-06,31
CK,2026-08-17,19.2,6.67,26003245,59.8,18.32,18.85,HOLD,2026-08-14,2
COM7,2026-08-17,30.5,5.17,16470297,57.7,30.12,28.92,HOLD,2026-07-28,15
CCET,2026-08-17,9.2,5.14,278139860,63.3,8.51,8.79,HOLD,2026-07-28,15
JMART,2026-08-17,11.3,4.63,12837292,57.6,11.03,10.36,HOLD,2026-07-10,27
TASCO,2026-08-17,16.4,4.46,12968292,69.7,14.75,14.19,HOLD,2026-07-17,22
GLOBAL,2026-08-17,7.6,4.11,12833181,55.3,7.45,7.08,HOLD,2026-08-04,10
SKY,2026-08-17,18.2,4.0,1816840,57.2,18.11,16.44,HOLD,2026-07-13,26
DOHOME,2026-08-17,3.86,3.76,31992863,49.0,3.92,3.74,HOLD,2026-08-04,10
CBG,2026-08-17,57.0,3.64,19228455,76.3,51.46,48.12,HOLD,2026-06-23,40
TLI,2026-08-17,11.5,3.6,11417375,47.2,11.65,11.54,HOLD,2026-08-17,1
BEM,2026-08-17,7.25,3.57,38694794,77.8,6.85,6.33,HOLD,2026-06-19,42
BJC,2026-08-17,15.8,3.27,7426945,54.1,15.8,15.02,HOLD,2026-07-27,16
CPF,2026-08-17,22.5,3.21,35794058,62.7,22.01,21.0,HOLD,2026-07-02,33
MOSHI,2026-08-17,40.5,3.18,326038,52.6,40.59,38.91,HOLD,2026-07-28,15
TU,2026-08-17,13.1,3.15,11732230,60.7,12.72,12.05,HOLD,2026-07-01,34
VGI,2026-08-17,1.02,3.03,149717586,57.5,1.0,0.97,HOLD,2026-07-10,27
ITC,2026-08-17,17.4,2.96,9710749,55.1,17.26,16.7,HOLD,2026-07-24,17
OSP,2026-08-17,18.1,2.84,28244173,65.1,17.54,17.11,HOLD,2026-06-17,44
BGRIM,2026-08-17,18.2,2.82,25483848,49.5,18.65,17.91,HOLD,2026-06-15,46
M,2026-08-17,22.2,2.78,2201503,63.4,21.38,21.37,BUY,2026-08-17,1
TIDLOR,2026-08-17,19.4,2.65,20519258,54.0,19.27,18.98,HOLD,2026-08-11,5
DELTA,2026-08-17,277.0,2.59,22064692,45.2,279.0,306.82,HOLD,2026-07-28,15
GPSC,2026-08-17,49.5,2.59,12742179,47.0,51.84,48.04,HOLD,2026-06-18,43
BLA,2026-08-17,24.8,2.48,1776802,43.8,25.43,25.39,HOLD,2026-07-03,32
IVL,2026-08-17,21.7,2.36,27793367,39.8,22.84,22.69,HOLD,2026-07-24,17
BCPG,2026-08-17,7.15,2.14,4472811,49.9,7.21,7.11,HOLD,2026-07-09,28
WHA,2026-08-17,4.96,2.06,183375683,48.5,4.97,5.08,HOLD,2026-08-12,4
AEONTS,2026-08-17,102.5,1.99,471965,45.6,104.5,102.44,HOLD,2026-06-26,37
KCE,2026-08-17,52.75,1.93,34874649,73.2,43.74,41.23,HOLD,2026-08-06,8
BCH,2026-08-17,11.2,1.82,6553610,66.0,10.68,10.14,HOLD,2026-08-05,9
JMT,2026-08-17,11.6,1.75,10461898,44.6,11.99,11.7,HOLD,2026-07-13,26
SAWAD,2026-08-17,24.0,1.69,16683266,44.4,24.82,23.78,HOLD,2026-07-07,30
COCOCO,2026-08-17,6.0,1.69,1941398,52.5,5.96,5.82,HOLD,2026-08-06,8
ERW,2026-08-17,3.76,1.62,38168987,71.7,3.49,3.2,HOLD,2026-07-22,19
BAM,2026-08-17,6.55,1.55,9773565,38.0,6.82,6.75,HOLD,2026-07-29,14
AOT,2026-08-17,66.0,1.54,50079846,67.6,63.62,62.4,BUY,2026-08-17,1
EA,2026-08-17,2.92,1.39,45068575,46.3,2.95,3.0,HOLD,2026-08-17,1
KTC,2026-08-17,38.0,1.33,11134564,52.6,38.62,35.9,HOLD,2026-06-02,55
SIRI,2026-08-17,1.53,1.32,39417800,58.3,1.52,1.47,HOLD,2026-06-18,43
RCL,2026-08-17,41.5,1.22,6064488,81.4,36.01,33.68,HOLD,2026-08-11,5
CENTEL,2026-08-17,42.5,1.19,2120221,67.4,39.19,37.38,HOLD,2026-08-12,4
GULF,2026-08-17,65.25,1.16,30209270,50.1,65.97,64.22,HOLD,2026-08-03,11
PTTEP,2026-08-17,147.0,1.03,9562849,50.1,149.18,141.98,HOLD,2026-07-28,15
GUNKUL,2026-08-17,5.15,0.98,114833837,61.1,5.11,4.65,HOLD,2026-06-30,35
STGT,2026-08-17,10.8,0.93,4817711,55.3,10.63,10.54,HOLD,2026-08-12,4
KKP,2026-08-17,109.5,0.92,5908481,49.5,113.53,104.44,HOLD,2026-05-07,73
IRPC,2026-08-17,2.44,0.83,73242320,67.6,2.27,2.01,HOLD,2026-07-22,19
OR,2026-08-17,12.4,0.81,6177949,41.1,12.67,12.54,HOLD,2026-07-14,25
HMPRO,2026-08-17,6.75,0.75,24792529,60.8,6.62,6.46,HOLD,2026-08-05,9
SAPPE,2026-08-17,34.25,0.74,121595,55.0,34.16,32.69,HOLD,2026-07-27,16
SNNP,2026-08-17,6.9,0.73,327438,42.3,7.04,6.9,HOLD,2026-07-09,28
ICHI,2026-08-17,14.8,0.68,4660352,53.3,14.87,14.26,HOLD,2026-06-15,46
SCB,2026-08-17,152.0,0.66,7649775,49.0,153.1,150.03,HOLD,2026-06-15,46
PTTGC,2026-08-17,38.5,0.65,18977458,57.6,38.15,35.53,HOLD,2026-08-14,2
KTB,2026-08-17,44.0,0.57,18352190,60.6,43.77,40.35,HOLD,2026-06-17,44
KBANK,2026-08-17,249.0,0.4,6397298,69.6,244.25,228.57,HOLD,2026-06-17,44
TISCO,2026-08-17,127.5,0.39,2671115,51.8,129.05,123.47,HOLD,2026-06-08,51
ADVANC,2026-08-17,372.0,0.27,3653998,49.1,374.35,369.34,HOLD,2026-07-01,34
BBL,2026-08-17,190.0,0.26,5750558,47.4,192.05,187.38,HOLD,2026-06-19,42
BA,2026-08-17,19.4,0.0,4909406,56.8,18.96,18.32,HOLD,2026-08-04,10
BANPU,2026-08-17,14.6,0.0,5269475,81.0,12.85,11.95,HOLD,2026-07-24,14
BTS,2026-08-17,2.08,0.0,97719249,47.5,2.09,2.1,HOLD,2026-08-14,2
BTG,2026-08-17,20.6,0.0,3284781,38.8,21.03,20.84,HOLD,2026-07-10,27
AAV,2026-08-17,1.05,0.0,12634862,42.1,1.06,1.08,HOLD,2026-07-23,18
AWC,2026-08-17,3.02,0.0,60068202,61.2,2.94,2.75,HOLD,2026-07-28,15
SCC,2026-08-17,254.0,0.0,1619139,49.4,256.9,249.36,HOLD,2026-07-15,24
TRUE,2026-08-17,13.6,0.0,109005751,48.8,13.79,13.58,HOLD,2026-07-31,12
SPALI,2026-08-17,16.5,0.0,9876861,62.9,16.02,15.91,HOLD,2026-08-14,2
SISB,2026-08-17,9.35,0.0,4621036,34.0,9.68,9.83,HOLD,2026-08-12,4
LH,2026-08-17,3.7,0.0,23299304,40.0,3.78,3.74,HOLD,2026-08-04,10
MTC,2026-08-17,33.0,0.0,19379856,43.9,34.23,32.27,HOLD,2026-07-17,22
MINT,2026-08-17,23.0,0.0,13521497,45.2,23.16,23.57,HOLD,2026-08-12,4
PR9,2026-08-17,17.9,0.0,2268455,49.9,18.01,17.61,HOLD,2026-08-07,7
BDMS,2026-08-17,19.5,0.0,29173955,51.5,19.45,19.15,HOLD,2026-08-07,7
EGCO,2026-08-17,130.0,-0.38,1259868,47.8,133.3,126.07,HOLD,2026-07-01,34
