Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
BEM,2026-09-01,6.9,0.0,29837613,48.6,7.07,6.66,HOLD,2026-06-19,53
ITC,2026-09-01,17.3,0.0,3649309,49.2,17.46,16.99,HOLD,2026-08-25,6
EGCO,2026-09-01,133.0,0.0,1513932,55.3,131.82,129.16,HOLD,2026-08-31,2
KBANK,2026-09-01,248.0,0.0,7013778,53.4,250.0,238.98,HOLD,2026-06-17,55
KTC,2026-09-01,37.25,0.0,12672772,45.9,37.89,37.3,HOLD,2026-06-15,57
SNNP,2026-09-01,6.75,0.0,187450,37.4,6.89,6.95,HOLD,2026-08-31,2
CRC,2026-09-01,29.0,0.0,13594543,63.4,27.41,25.23,BUY,2026-09-01,1
BAM,2026-09-01,6.35,0.0,5955157,33.5,6.55,6.71,HOLD,2026-08-25,6
AAV,2026-09-01,1.03,0.0,25306807,34.9,1.04,1.06,HOLD,2026-08-20,9
VGI,2026-09-01,1.01,0.0,58644506,47.4,1.03,1.0,HOLD,2026-07-10,38
TLI,2026-09-01,11.2,0.0,12968110,42.2,11.43,11.58,HOLD,2026-08-26,5
SCGP,2026-09-01,30.25,0.0,13039360,55.5,30.1,29.58,HOLD,2026-07-21,31
ADVANC,2026-09-01,354.0,-0.28,3547242,35.1,364.75,369.28,HOLD,2026-08-27,4
SCC,2026-09-01,260.0,-0.38,10729922,57.6,255.65,251.96,HOLD,2026-08-31,2
STA,2026-09-01,22.8,-0.44,29006999,74.6,19.67,18.73,HOLD,2026-08-20,9
MINT,2026-09-01,22.1,-0.45,25995919,36.4,22.76,23.36,HOLD,2026-08-12,15
PR9,2026-09-01,18.9,-0.53,3752843,63.4,18.38,18.03,HOLD,2026-08-21,8
LH,2026-09-01,3.64,-0.55,11210622,36.8,3.71,3.75,HOLD,2026-08-26,5
PTTGC,2026-09-01,44.25,-0.56,40419626,70.8,40.19,37.51,HOLD,2026-08-19,10
OSP,2026-09-01,16.0,-0.62,12801096,31.3,17.37,17.43,HOLD,2026-09-01,1
BJC,2026-09-01,15.4,-0.65,8049740,42.5,15.99,15.46,HOLD,2026-08-21,8
SIRI,2026-09-01,1.45,-0.68,25686302,32.4,1.51,1.49,HOLD,2026-06-18,54
EA,2026-09-01,2.86,-0.69,18051618,41.4,2.92,2.96,HOLD,2026-09-01,1
SPRC,2026-09-01,13.1,-0.76,36776476,69.5,11.89,10.13,HOLD,2026-06-29,47
TRUE,2026-09-01,13.0,-0.76,57085416,38.9,13.31,13.45,HOLD,2026-08-28,3
BLA,2026-09-01,24.1,-0.82,1240947,38.3,24.79,25.47,HOLD,2026-08-31,2
STGT,2026-09-01,11.0,-0.9,8943950,55.0,10.85,10.62,HOLD,2026-08-12,15
JMART,2026-09-01,10.8,-0.92,4876751,45.3,11.03,10.84,HOLD,2026-08-24,7
M,2026-09-01,21.1,-0.94,1613811,43.9,21.53,21.53,HOLD,2026-08-18,11
BTS,2026-09-01,2.06,-0.96,26573669,44.1,2.08,2.1,SELL,2026-09-01,1
SISB,2026-09-01,9.15,-1.08,2286090,31.7,9.5,9.77,HOLD,2026-09-01,1
JAS,2026-09-01,0.89,-1.11,16475122,13.7,1.0,1.07,HOLD,2026-07-15,35
TASCO,2026-09-01,17.6,-1.12,8947945,70.3,16.31,14.9,HOLD,2026-07-17,33
DOHOME,2026-09-01,3.52,-1.12,9526543,33.7,3.79,3.8,SELL,2026-09-01,1
TISCO,2026-09-01,126.5,-1.17,2940262,49.0,127.3,125.83,HOLD,2026-06-08,62
AP,2026-09-01,8.1,-1.22,11207309,47.8,8.22,7.96,HOLD,2026-07-14,36
SPALI,2026-09-01,15.9,-1.24,5376561,43.5,16.26,16.07,HOLD,2026-08-14,13
WHA,2026-09-01,4.76,-1.24,101215124,38.9,4.86,5.05,HOLD,2026-08-12,15
TTB,2026-09-01,2.94,-1.34,630495341,51.8,2.98,2.84,HOLD,2026-06-15,57
CBG,2026-09-01,53.75,-1.38,5299138,49.8,54.49,51.56,HOLD,2026-06-24,50
QH,2026-09-01,1.4,-1.41,14616322,38.9,1.44,1.41,HOLD,2026-08-03,22
BTG,2026-09-01,20.2,-1.46,3271713,38.5,20.84,21.0,SELL,2026-09-01,1
HMPRO,2026-09-01,6.35,-1.55,48295276,38.6,6.58,6.55,HOLD,2026-08-05,20
AOT,2026-09-01,62.5,-1.57,12915247,39.1,64.61,63.94,HOLD,2026-08-18,11
CPALL,2026-09-01,45.5,-1.62,44159428,35.3,47.27,47.09,HOLD,2026-08-03,22
CK,2026-09-01,18.0,-1.64,7697549,42.7,18.65,18.81,HOLD,2026-09-01,1
CPF,2026-09-01,23.2,-1.69,28978026,57.2,22.74,21.98,HOLD,2026-07-02,44
JMT,2026-09-01,10.8,-1.82,3981889,33.3,11.59,11.8,HOLD,2026-08-27,4
MOSHI,2026-09-01,37.75,-1.95,688264,35.6,40.2,39.52,HOLD,2026-07-28,26
GULF,2026-09-01,62.0,-1.98,42067968,35.3,64.59,64.3,HOLD,2026-08-03,22
TIDLOR,2026-09-01,19.0,-2.06,11454375,44.3,19.49,19.33,HOLD,2026-08-21,8
BA,2026-09-01,18.7,-2.09,7343623,45.0,19.28,18.79,HOLD,2026-08-04,21
ICHI,2026-09-01,13.5,-2.17,8849548,27.0,14.59,14.51,BUY,2026-09-01,1
AEONTS,2026-09-01,98.5,-2.48,725734,33.8,102.42,103.86,HOLD,2026-08-28,3
SAWAD,2026-09-01,23.0,-2.54,9834613,37.7,24.14,24.3,HOLD,2026-09-01,1
ROJNA,2026-09-01,5.75,-2.54,4021640,34.9,6.02,5.93,HOLD,2026-07-13,37
AWC,2026-09-01,3.0,-2.6,70450029,53.3,3.0,2.86,HOLD,2026-07-28,26
SJWD,2026-09-01,9.3,-2.62,3789162,41.0,9.91,9.26,HOLD,2026-07-02,44
BCPG,2026-09-01,7.2,-2.7,8344049,51.0,7.13,7.18,HOLD,2026-08-24,7
MEGA,2026-09-01,35.0,-2.78,1014923,33.0,37.35,37.36,SELL,2026-09-01,1
GLOBAL,2026-09-01,6.75,-2.88,11095473,33.8,7.35,7.27,HOLD,2026-08-04,21
CENTEL,2026-09-01,42.0,-2.89,2278144,57.4,41.49,38.98,HOLD,2026-08-12,15
MTC,2026-09-01,30.25,-3.2,10853193,28.7,33.04,32.97,BUY,2026-09-01,1
RATCH,2026-09-01,37.25,-3.25,5345249,48.7,37.83,36.74,HOLD,2026-06-30,46
GPSC,2026-09-01,51.25,-3.3,13733795,50.6,50.88,50.19,HOLD,2026-08-27,4
GUNKUL,2026-09-01,4.98,-3.3,106206300,47.4,5.09,4.91,HOLD,2026-06-30,46
CPN,2026-09-01,65.0,-3.35,11092198,42.9,66.38,66.92,SELL,2026-09-01,1
COCOCO,2026-09-01,5.75,-3.36,2634532,42.6,5.99,5.89,HOLD,2026-08-06,19
COM7,2026-09-01,28.75,-3.36,10683476,43.6,29.64,29.41,HOLD,2026-07-28,26
BGRIM,2026-09-01,19.6,-3.45,43130815,55.4,18.84,18.7,HOLD,2026-08-21,8
TCAP,2026-09-01,82.75,-3.5,5338327,48.0,86.95,77.89,HOLD,2026-06-18,54
ERW,2026-09-01,3.6,-3.74,16973746,50.9,3.69,3.37,HOLD,2026-07-22,30
RCL,2026-09-01,42.25,-3.98,5579862,56.5,41.52,36.41,HOLD,2026-08-11,16
CCET,2026-09-01,9.1,-4.21,82283530,55.7,8.74,8.75,HOLD,2026-07-28,26
SAPPE,2026-09-01,33.5,-4.29,339962,44.5,34.55,33.73,HOLD,2026-08-27,4
SKY,2026-09-01,17.2,-4.44,1072258,43.6,18.07,17.1,HOLD,2026-07-13,37
KCE,2026-09-01,57.75,-4.55,35934396,68.8,51.61,45.35,HOLD,2026-08-06,19
HANA,2026-09-01,45.0,-4.76,23737080,57.0,42.92,39.55,HOLD,2026-08-18,11
AMATA,2026-09-01,31.0,-5.34,6966114,54.3,30.41,28.63,HOLD,2026-08-28,3
CKP,2026-09-01,2.36,-5.6,29151192,34.2,2.52,2.53,SELL,2026-09-01,1
PLANB,2026-09-01,6.15,-6.11,28018830,50.0,6.23,5.72,HOLD,2026-07-06,42
