Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
EA,2026-08-07,3.06,6.25,158798395,56.3,3.01,3.05,HOLD,2026-07-27,10
ERW,2026-08-07,3.64,2.82,16767367,68.9,3.3,3.11,HOLD,2026-07-22,13
CK,2026-08-07,18.6,2.76,11683345,50.9,18.44,18.91,HOLD,2026-07-30,7
AMATA,2026-08-07,29.5,2.61,12616278,61.8,28.11,27.14,BUY,2026-08-07,1
BCP,2026-08-07,45.5,2.25,16721223,74.9,43.46,37.73,HOLD,2026-07-15,18
MEGA,2026-08-07,39.25,1.95,1072151,64.3,38.0,36.66,HOLD,2026-07-07,24
CRC,2026-08-07,26.25,1.94,6492422,67.3,24.41,23.24,HOLD,2026-07-30,7
JMT,2026-08-07,12.3,1.65,4096931,56.2,12.18,11.62,HOLD,2026-07-13,20
TIDLOR,2026-08-07,19.7,1.55,12366968,61.9,19.29,18.8,HOLD,2026-07-22,13
DOHOME,2026-08-07,4.12,1.48,8613687,65.7,3.93,3.69,HOLD,2026-08-04,4
SAPPE,2026-08-07,34.25,1.48,156117,56.8,33.73,32.15,HOLD,2026-07-27,10
BEM,2026-08-07,7.05,1.44,35392552,80.9,6.66,6.11,HOLD,2026-06-19,36
HANA,2026-08-07,36.25,1.4,14310883,48.0,37.17,37.16,HOLD,2026-08-06,2
PTTGC,2026-08-07,37.25,1.36,50237660,54.4,37.36,35.03,HOLD,2026-07-23,12
CHG,2026-08-07,1.65,1.23,40223232,63.6,1.57,1.54,HOLD,2026-08-07,1
OSP,2026-08-07,17.8,1.14,8577203,61.5,17.5,16.85,HOLD,2026-06-17,38
SKY,2026-08-07,18.5,1.09,2552437,62.3,17.81,16.19,HOLD,2026-07-13,20
BH,2026-08-07,192.5,1.05,2796915,65.7,185.28,184.66,HOLD,2026-08-03,5
BDMS,2026-08-07,20.1,1.01,67627910,67.4,19.4,18.98,HOLD,2026-08-07,1
SJWD,2026-08-07,10.0,1.01,6065185,72.5,9.37,8.47,HOLD,2026-07-02,27
VGI,2026-08-07,1.0,1.01,14972952,52.4,1.01,0.97,HOLD,2026-07-10,21
GUNKUL,2026-08-07,5.15,0.98,54796996,66.1,5.11,4.52,HOLD,2026-06-30,29
SPRC,2026-08-07,10.8,0.93,23086716,73.6,10.01,8.46,HOLD,2026-06-29,30
STGT,2026-08-07,10.8,0.93,2267035,57.3,10.6,10.62,HOLD,2026-07-29,8
JMART,2026-08-07,11.0,0.92,3711898,52.6,11.36,10.17,HOLD,2026-07-10,21
IVL,2026-08-07,22.1,0.91,39096939,40.1,23.53,22.9,HOLD,2026-07-24,11
MINT,2026-08-07,23.4,0.86,18550841,49.9,23.32,23.49,HOLD,2026-08-04,4
COM7,2026-08-07,30.25,0.83,3611386,59.4,30.07,28.51,HOLD,2026-07-28,9
COCOCO,2026-08-07,6.2,0.81,3322179,66.3,5.95,5.78,HOLD,2026-08-06,2
TOP,2026-08-07,64.25,0.78,19978915,68.0,62.17,52.98,HOLD,2026-07-09,22
TU,2026-08-07,13.3,0.76,11633752,80.6,12.32,11.82,HOLD,2026-07-01,28
GLOBAL,2026-08-07,7.65,0.66,14559256,58.8,7.44,7.02,HOLD,2026-08-04,4
KCE,2026-08-07,43.25,0.58,15829615,54.7,42.55,40.1,HOLD,2026-08-06,2
ITC,2026-08-07,17.6,0.57,8498095,60.2,16.94,16.57,HOLD,2026-07-24,11
SISB,2026-08-07,9.75,0.52,1996644,46.2,9.93,9.86,HOLD,2026-07-15,18
CPALL,2026-08-07,49.0,0.51,16854846,64.8,47.33,46.75,HOLD,2026-08-03,5
PRM,2026-08-07,9.95,0.51,4505357,65.4,9.7,9.1,HOLD,2026-07-07,24
CBG,2026-08-07,51.25,0.49,2951136,57.5,51.29,46.67,HOLD,2026-06-23,34
WHA,2026-08-07,4.94,0.41,143970834,43.7,5.15,5.1,HOLD,2026-07-13,20
SPALI,2026-08-07,15.9,0.0,1374539,49.5,15.9,15.82,HOLD,2026-07-30,7
SAWAD,2026-08-07,25.0,0.0,10803634,55.0,25.03,23.44,HOLD,2026-07-07,24
ROJNA,2026-08-07,6.1,0.0,1795000,59.1,6.11,5.76,HOLD,2026-07-13,20
PTTEP,2026-08-07,149.0,0.0,11345157,60.9,147.57,141.31,HOLD,2026-07-28,9
SNNP,2026-08-07,7.1,0.0,194848,57.3,7.08,6.87,HOLD,2026-07-09,22
TLI,2026-08-07,11.7,0.0,6490570,51.3,11.74,11.49,HOLD,2026-06-30,29
STA,2026-08-07,18.3,0.0,1828577,47.3,18.69,18.37,HOLD,2026-07-31,6
LH,2026-08-07,3.78,0.0,17920592,51.2,3.79,3.73,HOLD,2026-08-04,4
JAS,2026-08-07,1.07,0.0,9785134,37.2,1.1,1.13,HOLD,2026-07-15,18
CKP,2026-08-07,2.52,0.0,2367106,48.2,2.58,2.47,HOLD,2026-07-02,27
CCET,2026-08-07,8.15,0.0,15449132,41.1,8.64,8.92,HOLD,2026-07-28,9
DELTA,2026-08-07,262.0,0.0,13013222,31.7,289.15,316.18,HOLD,2026-07-28,9
BLA,2026-08-07,25.25,0.0,399982,45.3,26.1,25.22,HOLD,2026-07-03,26
BCPG,2026-08-07,7.05,0.0,6309090,42.6,7.29,7.06,HOLD,2026-07-09,22
BAM,2026-08-07,6.85,0.0,4914699,50.6,6.9,6.71,HOLD,2026-07-29,8
AWC,2026-08-07,2.98,0.0,27564895,61.7,2.88,2.67,HOLD,2026-07-28,9
BA,2026-08-07,19.7,0.0,4963476,64.6,18.71,17.93,HOLD,2026-08-04,4
AEONTS,2026-08-07,104.5,0.0,369127,49.7,106.53,101.46,HOLD,2026-06-26,31
AAV,2026-08-07,1.06,0.0,8450797,46.6,1.06,1.08,HOLD,2026-07-23,12
BTS,2026-08-07,2.08,0.0,29222386,46.6,2.12,2.1,HOLD,2026-07-13,20
PTT,2026-08-07,38.75,0.0,129535652,58.4,38.77,37.11,HOLD,2026-07-20,15
SIRI,2026-08-07,1.53,0.0,18582105,63.6,1.51,1.46,HOLD,2026-06-18,37
IRPC,2026-08-07,2.24,0.0,118066309,62.9,2.16,1.94,HOLD,2026-07-22,13
KTC,2026-08-07,39.0,0.0,15950021,66.2,38.7,34.95,HOLD,2026-06-15,40
ICHI,2026-08-07,15.0,0.0,2919568,63.9,14.79,14.02,HOLD,2026-06-15,40
MTC,2026-08-07,35.0,0.0,4340981,64.2,33.98,31.65,HOLD,2026-07-17,16
M,2026-08-07,21.4,0.0,365855,49.5,21.5,21.34,HOLD,2026-07-14,19
