Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
IVL,2026-09-09,29.25,11.43,93839574,85.0,23.51,23.34,BUY,2026-09-09,1
PTTGC,2026-09-09,50.75,7.98,84229564,84.6,42.79,39.12,HOLD,2026-08-19,16
BGRIM,2026-09-09,21.0,5.53,58326128,65.2,19.42,19.03,BUY,2026-09-09,1
TOP,2026-09-09,70.0,4.87,59270125,67.6,63.88,61.56,BUY,2026-09-09,1
BANPU,2026-09-09,15.3,4.79,15747055,84.6,12.89,11.97,HOLD,2026-07-24,14
SPRC,2026-09-09,13.9,3.73,59293752,73.1,12.59,10.83,HOLD,2026-06-29,53
RCL,2026-09-09,42.75,3.64,5735273,58.8,43.0,37.57,HOLD,2026-08-11,22
CRC,2026-09-09,29.5,3.51,19233516,64.2,28.18,25.84,HOLD,2026-09-02,6
SJWD,2026-09-09,9.6,3.23,3946477,51.9,9.72,9.42,HOLD,2026-07-02,50
TASCO,2026-09-09,17.6,2.92,12242723,66.2,16.97,15.35,HOLD,2026-07-17,39
AMATA,2026-09-09,33.25,2.31,3403407,62.1,31.57,29.32,HOLD,2026-09-04,4
KCE,2026-09-09,56.25,2.27,19529079,60.3,55.45,47.41,HOLD,2026-08-06,25
GPSC,2026-09-09,51.25,1.99,18048548,52.0,50.91,50.95,SELL,2026-09-09,1
GUNKUL,2026-09-09,5.2,1.96,62328469,57.7,5.08,5.01,HOLD,2026-06-30,52
BTG,2026-09-09,21.3,1.91,6373629,57.1,20.77,21.02,HOLD,2026-09-02,6
IRPC,2026-09-09,3.2,1.91,273800760,82.9,2.65,2.32,HOLD,2026-09-01,7
SKY,2026-09-09,17.9,1.7,2345415,53.6,17.78,17.42,HOLD,2026-07-13,43
CKP,2026-09-09,2.46,1.65,4701080,46.9,2.49,2.53,HOLD,2026-09-02,6
EA,2026-09-09,2.92,1.39,66483325,50.8,2.9,2.96,HOLD,2026-09-01,7
SIRI,2026-09-09,1.48,1.37,22617589,48.1,1.49,1.49,HOLD,2026-09-09,1
SCC,2026-09-09,269.0,1.13,7359289,63.8,256.0,254.14,HOLD,2026-09-07,3
HANA,2026-09-09,46.75,1.08,9540272,60.7,45.79,40.48,HOLD,2026-08-18,17
VGI,2026-09-09,1.0,1.01,51919853,47.7,1.03,1.01,HOLD,2026-07-10,44
PTTEP,2026-09-09,154.5,0.98,26302245,65.3,149.1,146.72,HOLD,2026-09-09,1
BCP,2026-09-09,58.0,0.87,31545651,67.5,53.59,46.68,HOLD,2026-07-15,41
SCGP,2026-09-09,29.75,0.85,9394158,51.4,29.57,29.73,HOLD,2026-09-09,1
ADVANC,2026-09-09,354.0,0.85,6611466,44.3,357.95,368.4,HOLD,2026-08-27,10
PLANB,2026-09-09,6.25,0.81,17082381,53.2,6.32,5.9,HOLD,2026-07-06,48
TRUE,2026-09-09,13.1,0.77,181166713,45.8,13.18,13.46,HOLD,2026-08-28,9
RATCH,2026-09-09,38.25,0.66,8218994,55.5,37.46,37.56,SELL,2026-09-09,1
SPALI,2026-09-09,16.1,0.63,2256844,49.1,16.3,16.08,HOLD,2026-08-14,19
AP,2026-09-09,8.15,0.62,8465665,52.1,8.18,8.04,HOLD,2026-07-14,42
GULF,2026-09-09,62.75,0.4,60764713,44.6,63.34,64.42,HOLD,2026-09-04,4
EGCO,2026-09-09,133.0,0.38,1276857,54.6,131.57,130.73,HOLD,2026-08-31,8
CENTEL,2026-09-09,44.25,0.0,1287370,68.5,42.52,39.69,BUY,2026-09-09,1
AAV,2026-09-09,1.0,0.0,13794057,28.3,1.03,1.05,HOLD,2026-08-20,15
SNNP,2026-09-09,6.7,0.0,170096,39.9,6.79,6.93,HOLD,2026-08-31,8
SAPPE,2026-09-09,33.75,0.0,321675,46.2,34.52,33.92,HOLD,2026-08-27,10
JMT,2026-09-09,10.7,0.0,2901524,38.4,11.12,11.69,HOLD,2026-08-27,10
ICHI,2026-09-09,13.9,0.0,2566985,40.2,14.3,14.52,HOLD,2026-09-04,4
COM7,2026-09-09,29.25,0.0,9704211,47.9,29.54,29.62,SELL,2026-09-09,1
CPN,2026-09-09,64.5,0.0,6632059,42.0,65.51,66.64,HOLD,2026-09-02,6
CK,2026-09-09,18.0,0.0,3413187,44.9,18.52,18.59,HOLD,2026-09-01,7
BLA,2026-09-09,23.7,0.0,912548,38.3,24.38,25.39,HOLD,2026-08-31,8
BAM,2026-09-09,6.35,0.0,13840098,37.7,6.42,6.69,HOLD,2026-08-25,12
PRM,2026-09-09,10.1,0.0,5493388,59.8,9.85,9.7,HOLD,2026-09-09,1
PTT,2026-09-09,42.25,0.0,159102143,71.1,40.8,39.34,HOLD,2026-08-17,18
QH,2026-09-09,1.41,0.0,7322438,46.1,1.43,1.42,HOLD,2026-08-03,28
JMART,2026-09-09,10.2,0.0,3395585,39.4,10.84,10.93,HOLD,2026-09-08,2
TISCO,2026-09-09,124.0,-0.4,4547539,38.1,126.3,126.82,HOLD,2026-09-09,1
WHA,2026-09-09,4.8,-0.41,66026438,45.7,4.84,5.01,HOLD,2026-09-03,5
CPF,2026-09-09,23.7,-0.42,26732869,61.2,23.24,22.45,HOLD,2026-07-02,50
CBG,2026-09-09,54.0,-0.46,2924128,50.9,55.33,52.55,HOLD,2026-06-24,56
M,2026-09-09,21.2,-0.47,368586,46.4,21.51,21.51,HOLD,2026-09-03,5
AEONTS,2026-09-09,97.75,-0.51,301618,34.2,100.61,103.84,HOLD,2026-08-28,9
