Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
SCGP,2026-08-11,31.0,0.0,7252832,60.0,30.35,28.34,HOLD,2026-07-21,16
ROJNA,2026-08-11,6.05,0.0,1898958,55.0,6.12,5.79,HOLD,2026-07-13,22
SAPPE,2026-08-11,34.25,0.0,976382,56.8,33.85,32.33,HOLD,2026-07-27,12
KTB,2026-08-11,44.5,0.0,54568538,67.0,43.27,39.65,HOLD,2026-06-17,40
STGT,2026-08-11,10.8,0.0,4463916,57.3,10.62,10.59,BUY,2026-08-11,1
EGCO,2026-08-11,132.5,-0.38,1635867,59.6,132.85,124.86,HOLD,2026-07-01,30
AOT,2026-08-11,63.0,-0.4,16412690,50.3,63.54,61.85,HOLD,2026-05-18,62
BGRIM,2026-08-11,17.7,-0.56,14872772,40.8,18.93,17.62,HOLD,2026-06-15,42
CCET,2026-08-11,8.25,-0.6,75910601,43.8,8.56,8.87,HOLD,2026-07-28,11
CHG,2026-08-11,1.63,-0.61,19839997,59.6,1.58,1.55,HOLD,2026-08-07,3
MOSHI,2026-08-11,40.25,-0.62,272145,50.9,40.36,38.71,HOLD,2026-07-28,11
MEGA,2026-08-11,38.5,-0.65,466665,56.2,38.11,36.77,HOLD,2026-07-07,26
TTB,2026-08-11,3.08,-0.65,305008834,69.2,2.99,2.66,HOLD,2026-06-15,42
ICHI,2026-08-11,14.9,-0.67,6575550,59.6,14.85,14.1,HOLD,2026-06-15,42
BANPU,2026-08-11,14.6,-0.68,24922682,81.0,12.72,11.9,HOLD,2026-07-24,13
AWC,2026-08-11,2.92,-0.68,56529602,56.2,2.9,2.7,HOLD,2026-07-28,11
HANA,2026-08-11,36.0,-0.69,18850449,47.0,37.0,37.08,HOLD,2026-08-11,1
MTC,2026-08-11,34.5,-0.72,4707220,58.5,34.17,31.88,HOLD,2026-07-17,18
TRUE,2026-08-11,13.4,-0.74,74964710,44.3,13.85,13.61,HOLD,2026-07-31,8
BAM,2026-08-11,6.75,-0.74,2496486,44.8,6.88,6.73,HOLD,2026-07-29,10
HMPRO,2026-08-11,6.65,-0.75,42541612,55.4,6.61,6.41,HOLD,2026-08-05,5
TU,2026-08-11,13.3,-0.75,13068951,76.9,12.47,11.91,HOLD,2026-07-01,30
BLA,2026-08-11,24.8,-0.8,967501,40.7,25.91,25.3,HOLD,2026-07-03,28
SAWAD,2026-08-11,24.7,-0.8,11737922,51.3,25.02,23.56,HOLD,2026-07-07,26
JMT,2026-08-11,11.9,-0.83,9583578,48.7,12.11,11.66,HOLD,2026-07-13,22
TLI,2026-08-11,11.5,-0.86,11812833,42.7,11.72,11.51,HOLD,2026-06-30,31
PLANB,2026-08-11,5.75,-0.86,29497514,55.3,5.85,5.04,HOLD,2026-07-06,27
AMATA,2026-08-11,28.5,-0.87,6631190,54.3,28.2,27.29,HOLD,2026-08-10,2
BCH,2026-08-11,10.9,-0.91,9229872,60.0,10.62,10.01,HOLD,2026-08-05,5
JAS,2026-08-11,1.06,-0.93,9386015,34.0,1.09,1.13,HOLD,2026-07-15,20
M,2026-08-11,21.0,-0.94,1175623,41.9,21.42,21.35,HOLD,2026-07-14,21
CRC,2026-08-11,25.75,-0.96,4980185,61.4,24.69,23.43,HOLD,2026-07-30,9
BTS,2026-08-11,2.06,-0.96,30429736,43.6,2.1,2.1,HOLD,2026-07-13,22
SJWD,2026-08-11,9.9,-1.0,1148974,68.4,9.48,8.56,HOLD,2026-07-02,29
BDMS,2026-08-11,19.7,-1.01,93421665,56.7,19.45,19.04,HOLD,2026-08-07,3
TIDLOR,2026-08-11,19.3,-1.03,8523421,52.4,19.31,18.85,HOLD,2026-08-11,1
BH,2026-08-11,189.0,-1.05,4695261,55.8,185.88,185.11,HOLD,2026-08-03,7
OSP,2026-08-11,17.4,-1.14,7004319,50.9,17.5,16.93,HOLD,2026-06-17,40
AP,2026-08-11,8.15,-1.21,5830622,57.8,8.1,7.64,HOLD,2026-07-14,21
BJC,2026-08-11,15.6,-1.27,8921615,52.0,15.65,14.9,HOLD,2026-07-27,12
RATCH,2026-08-11,38.75,-1.27,5005599,63.8,38.62,34.62,HOLD,2026-06-30,31
SIRI,2026-08-11,1.5,-1.32,59926586,50.5,1.51,1.46,HOLD,2026-06-18,39
BEM,2026-08-11,7.0,-1.41,20763182,73.1,6.76,6.18,HOLD,2026-06-19,38
SNNP,2026-08-11,6.95,-1.42,568725,44.3,7.08,6.88,HOLD,2026-07-09,24
CPN,2026-08-11,66.0,-1.49,8970507,42.3,67.64,66.59,HOLD,2026-08-03,7
GULF,2026-08-11,65.0,-1.52,40209474,48.2,66.05,64.29,HOLD,2026-08-03,7
CPALL,2026-08-11,48.0,-1.54,40185743,54.0,47.52,46.8,HOLD,2026-08-03,7
WHA,2026-08-11,4.8,-1.64,202845675,37.8,5.09,5.1,SELL,2026-08-11,1
SKY,2026-08-11,17.7,-1.67,995479,52.9,17.98,16.32,HOLD,2026-07-13,22
MINT,2026-08-11,22.9,-1.72,27259929,43.3,23.3,23.52,SELL,2026-08-11,1
KKP,2026-08-11,110.0,-1.79,9329062,50.5,113.05,102.83,HOLD,2026-05-01,73
KTC,2026-08-11,38.25,-1.92,24637436,56.2,38.86,35.28,HOLD,2026-06-15,42
VGI,2026-08-11,0.97,-2.02,66518947,46.0,1.01,0.97,HOLD,2026-07-10,23
ITC,2026-08-11,17.1,-2.29,9010589,51.0,17.06,16.62,HOLD,2026-07-24,13
CKP,2026-08-11,2.5,-2.34,12191036,45.9,2.57,2.48,HOLD,2026-06-18,39
GPSC,2026-08-11,49.25,-2.48,6800014,43.8,52.51,47.39,HOLD,2026-06-18,39
COM7,2026-08-11,29.5,-2.48,10096669,48.4,30.15,28.66,HOLD,2026-07-28,11
GLOBAL,2026-08-11,7.5,-2.6,18402751,53.5,7.45,7.02,HOLD,2026-08-04,6
TASCO,2026-08-11,14.7,-2.65,11401780,55.5,14.44,14.03,HOLD,2026-07-17,18
EA,2026-08-11,2.92,-2.67,51148800,45.3,2.99,3.03,HOLD,2026-07-27,12
PR9,2026-08-11,17.9,-2.72,3519711,50.0,18.02,17.49,HOLD,2026-08-07,3
AEONTS,2026-08-11,102.5,-2.84,634201,43.4,105.97,101.84,HOLD,2026-06-26,33
STA,2026-08-11,17.7,-3.28,9734337,38.6,18.64,18.32,HOLD,2026-07-31,8
DOHOME,2026-08-11,3.94,-3.43,38628083,52.6,3.94,3.71,HOLD,2026-08-04,6
DELTA,2026-08-11,269.0,-3.58,17933234,39.3,285.35,312.98,HOLD,2026-07-28,11
CK,2026-08-11,18.0,-3.74,12691574,42.7,18.38,18.9,HOLD,2026-07-30,9
GUNKUL,2026-08-11,4.88,-4.31,162257239,48.1,5.13,4.56,HOLD,2026-06-30,31
BA,2026-08-11,18.8,-4.57,21086851,51.4,18.79,18.07,HOLD,2026-08-04,6
