Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
SISB,2026-09-24,8.8,-1.12,1104935,28.0,9.07,9.41,HOLD,2026-09-01,18
SKY,2026-09-24,17.6,-1.12,262428,49.8,17.48,17.87,HOLD,2026-09-17,6
CPALL,2026-09-24,44.25,-1.12,15470910,33.3,45.46,46.61,HOLD,2026-09-04,15
AAV,2026-09-24,0.86,-1.15,41107657,26.6,0.96,1.02,HOLD,2026-08-20,26
TASCO,2026-09-24,16.8,-1.18,4727728,49.4,17.22,16.06,HOLD,2026-07-17,50
BBL,2026-09-24,192.5,-1.28,9014196,50.1,192.43,192.38,BUY,2026-09-24,1
KTC,2026-09-24,36.75,-1.34,21995278,44.7,37.05,37.85,HOLD,2026-09-08,13
MINT,2026-09-24,21.6,-1.37,15972866,40.5,21.88,22.58,HOLD,2026-09-14,9
SJWD,2026-09-24,9.8,-1.51,1080736,54.1,9.53,9.65,HOLD,2026-09-17,6
GPSC,2026-09-24,48.5,-1.52,5804815,42.4,49.84,51.05,HOLD,2026-09-10,11
GLOBAL,2026-09-24,6.4,-1.54,4502689,34.6,6.61,7.08,HOLD,2026-09-04,15
PRM,2026-09-24,9.4,-1.57,5164781,37.6,9.76,9.83,HOLD,2026-09-18,5
KBANK,2026-09-24,251.0,-1.57,11031763,52.0,249.9,247.42,HOLD,2026-09-21,4
MTC,2026-09-24,29.25,-1.68,20662773,30.8,29.98,32.21,HOLD,2026-09-03,16
IVL,2026-09-24,28.75,-1.71,17249167,64.6,27.51,24.64,HOLD,2026-09-10,11
SAWAD,2026-09-24,22.4,-1.75,15460191,40.3,22.8,23.89,HOLD,2026-09-01,18
COCOCO,2026-09-24,5.6,-1.75,813666,43.1,5.69,5.85,HOLD,2026-09-10,11
JMT,2026-09-24,10.5,-1.87,3491442,40.4,10.62,11.36,HOLD,2026-08-27,21
CHG,2026-09-24,1.56,-1.89,34774410,48.7,1.55,1.57,HOLD,2026-09-10,11
JMART,2026-09-24,10.1,-1.94,1965638,45.7,10.16,10.75,HOLD,2026-09-08,13
VGI,2026-09-24,0.97,-2.02,14451843,43.7,0.99,1.01,HOLD,2026-09-17,6
BGRIM,2026-09-24,19.1,-2.05,16390454,49.3,19.45,19.13,HOLD,2026-09-10,11
EA,2026-09-24,2.8,-2.1,47896796,37.9,2.88,2.92,HOLD,2026-09-23,2
ERW,2026-09-24,3.68,-2.13,10361840,48.2,3.74,3.61,HOLD,2026-09-11,10
CK,2026-09-24,17.7,-2.21,3714646,44.8,17.85,18.28,HOLD,2026-09-01,18
CPN,2026-09-24,63.0,-2.33,12677335,39.0,64.44,65.95,SELL,2026-09-24,1
CCET,2026-09-24,8.9,-2.73,30588124,46.8,9.19,8.86,HOLD,2026-09-03,16
MOSHI,2026-09-24,34.75,-2.8,904698,30.5,36.95,39.0,HOLD,2026-09-07,14
GULF,2026-09-24,60.5,-2.81,54128208,37.9,61.76,64.03,HOLD,2026-09-04,15
TIDLOR,2026-09-24,17.2,-2.82,29355381,28.5,18.34,18.98,HOLD,2026-09-11,10
GUNKUL,2026-09-24,5.15,-2.83,61247478,53.1,5.08,5.1,HOLD,2026-09-17,6
BAM,2026-09-24,6.75,-2.88,22733785,56.2,6.56,6.66,HOLD,2026-08-25,23
JAS,2026-09-24,0.78,-3.7,35338613,21.2,0.85,0.97,HOLD,2026-07-15,52
MEGA,2026-09-24,34.5,-4.17,2285556,33.8,35.73,36.94,SELL,2026-09-24,1
BEM,2026-09-24,6.6,-5.04,303325978,43.0,6.76,6.86,HOLD,2026-09-21,4
PLANB,2026-09-24,5.75,-6.5,27102188,39.4,6.14,6.09,HOLD,2026-07-06,59
