Symbol,Date,Close,ChangePct,Volume,RSI14,SMA20,SMA50,Signal,SignalSince,SignalDays
KKP,2026-09-22,116.5,-0.85,5283095,53.3,116.65,114.13,HOLD,2026-08-27,19
TCAP,2026-09-22,83.75,-0.89,2705119,52.4,83.59,82.09,HOLD,2026-06-18,69
JMT,2026-09-22,10.6,-0.93,5437455,41.9,10.68,11.43,HOLD,2026-08-27,19
GUNKUL,2026-09-22,5.15,-0.96,44729862,54.5,5.07,5.09,HOLD,2026-09-17,4
BTS,2026-09-22,2.0,-0.99,31980465,39.7,2.04,2.07,HOLD,2026-09-02,15
JMART,2026-09-22,10.0,-0.99,2626380,42.7,10.26,10.81,HOLD,2026-09-08,11
VGI,2026-09-22,0.98,-1.01,57212680,45.6,0.99,1.01,HOLD,2026-09-17,4
KTB,2026-09-22,45.0,-1.1,41684906,60.4,44.0,43.71,HOLD,2026-09-16,5
CPALL,2026-09-22,44.25,-1.12,35333474,29.3,45.67,46.69,HOLD,2026-09-04,13
AAV,2026-09-22,0.86,-1.15,95968341,24.7,0.98,1.02,HOLD,2026-08-20,24
SPALI,2026-09-22,15.9,-1.24,6368011,44.7,16.08,16.1,SELL,2026-09-21,2
TTB,2026-09-22,3.1,-1.27,272469095,60.4,3.0,2.98,HOLD,2026-09-15,6
SIRI,2026-09-22,1.44,-1.37,25335986,38.8,1.46,1.49,SELL,2026-09-22,1
EA,2026-09-22,2.84,-1.39,54330214,41.3,2.89,2.94,SELL,2026-09-22,1
SPRC,2026-09-22,14.0,-1.41,22592523,64.0,13.41,11.87,HOLD,2026-06-29,62
GLOBAL,2026-09-22,6.45,-1.53,10456728,35.1,6.68,7.12,HOLD,2026-09-04,13
CRC,2026-09-22,29.75,-1.65,3898429,58.6,29.0,26.98,HOLD,2026-09-21,2
SKY,2026-09-22,17.7,-1.67,422303,51.2,17.52,17.83,HOLD,2026-09-17,4
CPF,2026-09-22,22.3,-1.76,15148392,42.2,23.28,22.67,HOLD,2026-07-02,59
BTG,2026-09-22,20.7,-1.9,1910976,47.6,20.85,20.93,HOLD,2026-09-17,4
SJWD,2026-09-22,9.95,-2.45,6829072,58.1,9.52,9.61,HOLD,2026-09-17,4
IRPC,2026-09-22,2.86,-2.72,142100908,56.1,2.83,2.5,HOLD,2026-09-01,16
RCL,2026-09-22,47.25,-3.57,6766053,66.4,43.48,39.76,HOLD,2026-08-11,31
